Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
3357;Administrative region;Amhara, Ethiopia;11.34942,37.97846;;;
3358;Administrative region;Southern Nations, Nationalities, and People's Region, Ethiopia;6.51569,36.95411;;;
3360;Country;Ethiopia;9.145,40.48967;;;No location information.
3363;Administrative region;Tigray, Ethiopia;14.03233,38.31657;;;Humera district, Tigray region
3368;Administrative region;Nghĩa Đàn, Nghệ An, Vietnam;19.40034,105.43024;;;
3370;Coordinates;Toba, Sanggau Regency, West Kalimantan, Indonesia;4.33389,97.14041;;;
3378;Administrative region;Quảng Ninh, Vietnam;21.24325,107.19572;;;at 37 communes of 7 districts and towns in Quang Ninh province (including Hoanh Bo, Ba Che, Binh Lieu, Tien Yen, Dam Ha, Hai Ha, Mong Cai town)
3379;Administrative region;Thanh Hoa, Vietnam;20.12913,105.31312;;;
3380;Administrative region;Nghe An, Vietnam;19.23425,104.92004;;;
3382;Administrative region;Đắk Glei, Kon Tum, Vietnam;15.11347,107.71625;;;
3382;Administrative region;Dak Ha, Đăk Hà, Kon Tum, Vietnam;14.50204,107.91763;;;
3382;Administrative region;Đăk Tô, Dak To District, Kon Tum, Vietnam;14.66135,107.81692;;;
3382;Administrative region;Kon Rẫy, Kon Tum, Vietnam;14.56076,108.16659;;;
3382;Administrative region;Ngoc Hoi District, Kon Tum, Vietnam;14.67102,107.62153;;;
3382;Administrative region;Sa Thay District, Kon Tum, Vietnam;14.43558,107.76362;;;
3382;Administrative region;Tu Mơ Rông, Kon Tum, Vietnam;14.91058,108.00059;;;
3382;Administrative region;Kon Tum, Vietnam;14.34974,108.00046;;;
3389;Coordinates;Asubima Forest Reserve, Ghana;7.38637,-1.85766;;;"compartments 1-13, 27 and 28 of the Asubima FR, compartments 8, 19-22, 27, 28 and 33-35 of Afrensu Brohuma Forest Reserve (in 2010) plus compartments 12, 29 and 32 in 2012. Each compartment is 1600m*800m (128ha), thus totaling 1664ha in this reserve.
Asubima FR and Afrensu Brohuma FR share a common boundary over 4,800m of which 1,600m is part of the Form Ghana concessions. 
The Asubima and Afrensu concessions border each other, with the Asubima concession forming the northern part and the Afrenso Brohuma concession the southern part
Spatial data derived from a map on the company website."
3398;Coordinates;Brenkente, Ghana;8.18414,-0.62836;;;"Pru District of the Brong Ahafo Region. 4,210ha plus buffer zone
Contract area derived from EIA."
3398;Coordinates;Chirepo, Ghana;8.06013,-0.54988;;;"42,243ha plus buffer zone

Contract area derived from EIA."
3399;Coordinates;Lake Volta, Ghana;6.83003,-0.63487;;;"Africa Atlantic has leased and registered land for agricultural development on the Afram Plains, part of the Kwahu Traditional Area.

Spatial data derived from satellite imagery."
3400;Administrative region;Pohuwato Regency, Republik Indonesien;0.70553,121.71955;;;Kabupaten Pohuwato of Gorontalo Province
3402;Administrative region;Kalimantan, Republik Indonesien;-1.68149,113.38235;;;Kalimantan
3403;Approximate location;Mengo, Congo;-1.98547,15.00461;;;Same location as where its sister company has a potash mining permit (case #1160)
3404;Coordinates;Awura, Ghana;7.2295,-1.32337;Awura Forest Reserve;;"Obtained in 2017. Compartments 46-48, 50-54, 56-58 
Contract area derived from ESIA report."
3404;Coordinates;Chirimfa, Ghana;7.06667,-1.23306;Chirimfa Forest Reserve;;"Obtained in 2017 Compartments 57-70, 72, 75, 76, 78-85, 87, 89
Contract area derived from ESIA report."
3404;Coordinates;Agogo, Ghana;6.86926,-1.12237;Block G;Boumfun Forest Reserve;"Block G (Compartments 101, 102, 103, 104, 106, 108, 109, 111). 
In 2012 the company obtained the lease rights to compartments 105, 107, 110, 112.
Contract area derived from ESIA report."
3404;Coordinates;Agogo, Ghana;6.87265,-1.06535;Block F;Boumfun Forest Reserve;"Block F (Compartments 120, 123, 124, 127, 131, 134, 135, 138, 139) 
In 2012 the company obtained the lease rights to compartments 119, 130, 146, and 115.
Contract area derived from ESIA report."
3404;Coordinates;Kumawu, Ghana;6.90509,-1.10314;Block E;Boumfun Forest Reserve;"Block E (Compartments 89, 90, 96, 97). In 2012 the company obtained the lease rights to compartments 87, 88, 94
Contract area derived from ESIA report."
3404;Coordinates;Agogo, Ghana;6.93077,-1.02703;Block D;Boumfun Forest Reserve;"Compartments 154, 155, 156, 157. In 2012 the company obtained the lease rights to compartment 160
Contract area derived from ESIA report."
3404;Coordinates;Agogo, Ghana;6.99187,-1.22351;Block C;Boumfun Forest Reserve;"Block C (compartments 181, 182, 196). 
Block C will not be subjected to any plantation development by NMFC because of its prohibitive distance and location from Agogo; as well as its close proximity to the Bomfobiri Wildlife Sanctuary. 
Contract area derived from ESIA report."
3404;Coordinates;Kumawu, Ghana;6.94141,-1.11021;Block A;;"Block A (Compartments 48, 52, 53, 54, 55, 61, 62, 63, 64, 72, 74) 
Contract area derived from ESIA report."
3404;Coordinates;Kumawu, Ghana;6.9196,-1.13864;Block B;;"Block B (Compartments 29, 30, 70, 78), Kumawu portion 
Contract area derived from ESIA report."
3407;Exact location;Andong Meas District, Rattanakiri Province;13.24282,105.33621;;;
3407;Exact location;Ta Veng, Cambodia;14.04612,107.10858;;;
3413;Approximate location;Ta Ken, Chhuk, Cambodia;10.83597,104.45777;;;"Ta Ken Commune, Chhouk District, Kampot Province
Coordinates from deleted LO deal duplicate:
10.994922898013915
104.26858843780374"
3414;Administrative region;Sambo, Kratié, Cambodia;12.86063,105.96999;;;"Sree Ches & Ro Luos commune, Sambo District, Kratie Province
Coordinates from deleted LO deal duplicate:
12.86800421373205
106.44531172480401

Uploaded cartodb_id  number 183."
3419;Exact location;Romonea, Dak Dam, Spean Mean Chey commune, O district, Mondulkiri province;12.44616,107.31703;;;"O'Raing OV and Sen Monorom District, Mondulkiri Province.

Uploaded cartodb_id number 112."
3419;Exact location;Sen Monorom District, Mondulkiri Province.;;;;
3420;Coordinates;Chong Plas commune, Keoseyma district, Mondulkiri province;13.03769,106.33679;;;"Shapefile source of contract area: https://opendevelopmentcambodia.net/dataset/?id=economiclandconcessions

Spatial data derived from the Mapathon 2020."
3421;Coordinates;Roya commune, Kach Nheaek district, Mondulkiri province;13.31546,106.41093;;;Uploaded cartodb_id number 91.
3422;Coordinates;Kach Nheaek district, Mondulkiri province;13.26512,106.5707;;;Uploaded cartodb_id number 93.
3425;Administrative region;Gilo River, Ethiopia;8.12966,33.19854;;;Agnuwak zone, Goge district, Goge-Geberiele wedera, Gambella. 125km from Gambella.
3429;Administrative region;Pujehun, Sierra Leone;7.35056,-11.71806;;;
3433;Exact location;Gnit, Sénégal;16.17526,-15.91161;;;The land is located on the peripheral zone of the Ndiael Nature Reserve.
3437;Administrative region;Anambe, Senegal;12.95225,-14.1492;;;Anambe river basin
3443;Administrative region;Lichinga, Mozambique;-13.30037,35.23962;;;
3447;Administrative region;Montserrado, Liberia;6.55258,-10.52961;;;Power plants to be build in Montserrado County, and in Kakata -in Margibi County.
3447;Administrative region;Grand Bassa, Liberia;6.23085,-9.81249;;;Smallholder farmers in Grand Bassa county
3447;Coordinates;Kakata, Liberia;6.52393,-10.37155;;;"Power plants to be build in Montserrado County, and in Kakata- in Margibi County. 
Exact co-ordinates from contract (this is where one of the power plants was due to be built)."
3449;Administrative region;Timbo, Liberia;5.57361,-9.71996;;;Timbo district, Rivercess county
3450;Administrative region;Grand Gedeh, Liberia;5.92221,-8.2213;;;Tappita, B'Hai, Gbarson, Nloweh in Grand Gedeh,
3450;Administrative region;River Cess, Liberia;5.90253,-9.45615;;;River Cess county
3450;Administrative region;Nimba, Liberia;6.84276,-8.66006;;;
3451;Administrative region;Konobo, Liberia;5.75987,-7.87216;;;Konobo, Gbeapo, Webbo in Grand Gedeh and River Gee
3451;Administrative region;Gbeapo, Liberia;5.27982,-7.98108;;;
3459;Coordinates;Roya commune, Kach Nheaek district, Mondulkiri province;13.30545,106.4596;;;Uploaded cartodb_id number 92.
3462;Coordinates;Kach Nheaek district, Mondulkiri province;13.27581,106.51419;;;Uploaded cartodb_id number 94.
3470;Coordinates;Roveang district, Preah Vihear province;13.42303,105.30487;;;Shapefile source of contract area: https://opendevelopmentcambodia.net/dataset/?id=economiclandconcessions
3472;Coordinates;Lak, Ta Lav, Sameakki commune, Ou Chum, Bar Kaev, Andoung Meas district, Ratanakiri province;13.854,107.14758;;;Uploaded cartodb_id number 77.
3474;Coordinates;Malik commune, Andoung Meas district, Ratanakiri province;13.84217,107.32483;;;"Coordinates from deleted LO deal duplicate:
13.840153291418869
107.32739671821291"
3475;Administrative region;Ratanakkiri, Kambodscha;13.85766,107.10119;;;"Oyadao district
Location shp file is a marker for the location only and not the perimeter of the concession"
3476;Coordinates;"Tra Paing Krahorm;Trapaing Chres commune, Khon Mom district, Ratanakiri province";13.597,106.6752;;;
3478;Administrative region;Virachey National Park, Cambodia;14.18853,106.86504;;;Uploaded cartodb_id number 36. The land area are different between the spreadsheet data and web land area. Updated the land area that was on one of the data sources.
3479;Approximate location;Ta Veng, Cambodia;14.04612,107.10858;;;"Coordinates from LO import duplicate deal
13.980274025639327
107.17637884221885

Uploaded cartodb_id number 192."
3479;Approximate location;Andoung Meas, Cambodia;13.86729,107.29767;;;
3480;Administrative region;Gua Musang, Kelantan, Malaysia;4.86005,101.96336;;;
3484;Approximate location;Andoung Meas, Cambodia;13.86729,107.29767;;;"Coordinated from deleted LO duplicate deal:
13.856445009599797
107.23391790779712

Uploaded cartodb_id number 87."
3484;Approximate location;Bar Kaev, Cambodia;13.68493,107.21049;;;
3492;Exact location;Ngakobo, Central African Republic;5.31441,20.70387;;;Le site se situe à Ngakobo, à 460km au Nord Est de BANGUI dans la préfecture de la OUAKA sur un domaine de 5 137 ha.
3494;Coordinates;Lvea Kraing, Srae Noy, Khun Ream commune, Varin, Banteay Srei district, Siem Reap province;13.78196,103.96077;;;
3496;Coordinates;Khvav, Ronak Ser, Pongro Leu, Popok commune, Chi Kraeng, Sangkom Thmie, Stoung district, Siem Reap, Preach Vihear, Kampong Thom province;13.27865,104.53984;;;
3497;Coordinates;West Kalimantan, Indonesia;-2.21549,111.012;;;
3500;Administrative region;Ta Khmao, Kandal province;11.48624,104.91739;;;
3502;Administrative region;Sandan, Cambodia;13.16931,105.31312;;;
3503;Exact location;Stoung, Cambodia;12.94539,104.56698;;;Popok and Sa Kream communes
3505;Coordinates;Pring Thum, Rumdaoh Srae commune, Choam Khsant district, Preah Vihear province;14.07812,104.90492;;;
3506;Administrative region;Kalimantan Tengah, Republik Indonesien;-2.57846,111.78709;;;
3507;Administrative region;Kalimantan Tengah, Republik Indonesien;-1.68149,113.38235;;;
3508;Coordinates;Svay Chreach, Kampong Damrei, Damrei Phong commune, Snoul, Chhloung district, Kratie province;12.19561,106.18039;;;
3510;Coordinates;Svay Chreah, Preaek Saman, Damrei Phong commune, Snoul, Chhloung district, Kratie province;12.26065,106.19531;;;
3513;Approximate location;Kaptel, Merauke Regency, Papua, Indonesia;-7.67878,139.93669;;;
3513;Approximate location;Ngguti, Merauke Regency, Papua, Indonesia;-7.50437,139.60951;;;
3514;Approximate location;Tanah Miring, Merauke Regency, Papua, Indonesia;-8.31428,140.59641;;;
3514;Approximate location;Jagebob, Merauke Regency, Papua, Indonesia;-7.91037,140.76245;;;
3521;Coordinates;"Chamraeun;Sdau;Ronak Ser commune, SongKoum Thmey; Rovieng district, Preah Vihear province";13.46626,104.86458;;;
3522;Coordinates;Sro Yong commune, Kulen district, Preah Vihear province;13.73287,104.44742;;;
3524;Coordinates;"Ronak Ser;Romtom commune, SongKoum Thmey district, Preah Vihear province";13.36518,104.90872;;;
3525;Coordinates;Tasu, Sangkae Pir, Sangkae Muoy commune, Chhaeb, Chey Saen district, Preach Vihear province;13.71381,105.26391;;;
3526;Coordinates;Chbaeb Pir, Sangkae Muoy, Mlu Prey, Chhaeb Mouy commune, Chhaeb district, Preach Vihear province;13.80459,105.42357;;;
3527;Coordinates;Seda, Bar Kham, Seung and Lung Khung commune, Khum Se Da and Srok Lum Phat district, Ratanakiri province;13.54078,107.22951;;;
3529;Administrative region;Ream, Cambodia;10.55587,103.67101;;;
3532;Coordinates;Dak Dam commune, Ou Reang district, Mondulkiri province;12.31108,107.40579;;;
3533;Exact location;Prame commune, Tbaeng Mean Chey district, Preach Vihear province;13.76409,105.1027;;;"Coordinates from deleted LO deal duplicate:
13.778933011623044
105.07797593581938"
3534;Approximate location;Mlu Prey Muoy, Cambodia;13.81884,105.18716;Ruy Feng Sugarcane Plantation and Processing Plant;;Economic Land Concession (ELC) covers three communes (Mlu Prey Muoy, Mlu Prey Pir, and Sangkae Pir) in Chhaeb district, Preah Vihear
3534;Approximate location;Mlu Prey Pir, Cambodia;13.75205,105.18101;;;
3534;Approximate location;Sangkae Pir, Cambodia;13.75945,105.2986;;;
3535;Coordinates;Bon pong,Phnum Kok,Hat Pak,Teun,Ta Lat commune, Veun Sai, Kon Mom district, Ratanakiri province;13.8949,106.79876;;;
3548;Coordinates;Merauke, Republik Indonesien;-7.0964,140.8268;;;Ulilin, Merauke, Republik Indonesien
3550;Administrative region;Ketapang Regency, West Kalimantan, Indonesia;-1.56976,110.52155;;;
3553;Coordinates;Kbal Damrei, Roluos Meanchey, Srae Chis commune, Sambor district, Kratie province;12.78951,106.47728;;;
3554;Coordinates;Siem Bouk, Boeng Char, Kampong Cham commune, Sambou, Siem bouk district, Kratie and Stung Treng province;13.02968,105.9284;;;
3555;Administrative region;Ketapang Regency, West Kalimantan, Indonesia;-1.56976,110.52155;;;
3556;Exact location;Neuhannover, Papua-Neuguinea;-2.51643,150.2574;;whole island of  New Hanover (or Lavongai);
3557;Administrative region;Ketapang Regency, West Kalimantan, Indonesia;-1.56976,110.52155;;;
3558;Administrative region;Mentaya Hulu, Kotawaringin Timur Regency, Central Kalimantan Province, Indonesia.;-1.68149,113.38235;;;
3560;Coordinates;Kalimantan Tengah, Republik Indonesien;-1.8761,112.38126;;;
3561;Administrative region;Seruyan Regency, Central Kalimantan, Indonesia;-3.01235,112.42915;;;
3562;Administrative region;Kalimantan Tengah, Republik Indonesien;-1.68149,113.38235;;;
3562;Administrative region;South Kalimantan, Indonesia;-3.09264,115.28376;;;
3563;Administrative region;Kiunga, Papua-Neuguinea;-6.11908,141.29601;;;
3564;Approximate location;Serawai, Sintang Regency, West Kalimantan, Indonesia;-0.34624,112.52451;;;
3564;Approximate location;Ambalau, Sintang Regency, West Kalimantan, Indonesia;-0.06879,112.90588;;;
3565;Exact location;Phnhi Meas, Kach Sdach, Ta Nun commune, Kiri Sakor, Botum Sakor district, Koh Kong province;10.99912,103.19741;;;"Coordinates from deleted LO deal duplicate:
11.02002987437162
103.1284350297598"
3566;Coordinates;Khsuem commune, Snuol district, Kratie province;12.17584,106.7332;;;
3567;Approximate location;Serawai, Sintang Regency, West Kalimantan, Indonesia;-0.34624,112.52451;;;
3567;Approximate location;Ambalau, Sintang Regency, West Kalimantan, Indonesia;-0.06879,112.90588;;;
3569;Coordinates;Papua, Indonesia;-3.40857,135.23488;;;
3570;Coordinates;Roleak Kang Cheung, Chhen commune, Aoral district, Kampong Speu province;11.71013,103.93901;;;
3571;Coordinates;Roleak Kang Cheung commune, Aoral district, Kampong Speu province;11.62218,103.93406;;;
3575;Coordinates;Nanga Tayap, Ketapang Regency, West Kalimantan, Indonesia;-1.4037,110.5508;;;"Pangkalan Suka Village, Petanah
Tapang Village, Mensubang Village, Engkadin Village"
3576;Administrative region;Kalimantan Tengah, Republik Indonesien;-1.68149,113.38235;;;
3576;Administrative region;Sumatera Selatan, Republik Indonesien;-3.31944,103.9144;;;
3579;Administrative region;Riau, Republik Indonesien;0.29335,101.70683;;;The oil plam estate is called Bina Pitri and is located in Riau, about 180km south of Tasik.
3580;Administrative region;Sei Nahodaris, Central Panai, Labuhan Batu Regency, North Sumatra 21472, Indonesia;2.47139,100.25422;PT Hijau Pryan Perdana;;The land bank is situated in Labuhan Bilik in North Sumatera, about 130km north of Tasik.
3581;Administrative region;Sumatera Utara, Republik Indonesien;2.11535,99.5451;;;The oil palm estate is called Cahaya Pelita Andhika and is located on the west cost of North Sumatra.
3582;Administrative region;East Barito Regency, Central Kalimantan, Indonesia;-2.0124,115.18892;;;PT. Sawit Graha Manunggal is  located in East Barito Regency with locations covering 6 sub-districts, namely: East Hamlet District, Karusen Janang District, Paku District, Middle Hamlet District, Paju Epat District, and Pematang Karau District.
3583;Administrative region;Simpang Rimba, South Bangka Regency, Bangka Belitung Islands, Indonesia;-2.55557,106.017;;;
3584;Administrative region;Bengkulu, Republik Indonesien;-3.80065,102.2562;;;
3586;Administrative region;Emirau, Papua-Neuguinea;-1.66626,149.96237;;;
3587;Administrative region;Kaut, Papua-Neuguinea;-2.76657,150.9031;;;
3590;Administrative region;Sandaun, Papua-Neuguinea;-3.71262,141.68343;;;
3591;Administrative region;Gulf, Papua-Neuguinea;-7.26918,145.13758;;;
3593;Approximate location;Yuanchalu;40.86667,121.63333;;;north-east China
3596;Administrative region;Karatschi, Pakistan;24.89338,67.02806;;;
3597;Administrative region;Empat Lawang Regency, South Sumatra, Indonesia;-3.7286,102.89751;;;
3598;Approximate location;Pendopo, Empat Lawang Regency, South Sumatra, Indonesia;-3.7864,103.01265;;;
3599;Administrative region;North Kahayan Hulu, Gunung MAS Regency, Central Kalimantan, Indonesia;-0.93553,113.52523;;;
3599;Administrative region;Damang Batu, Gunung MAS Regency, Central Kalimantan, Indonesia;-0.76184,113.28709;;;
3600;Administrative region;Kalimantan Barat, Republik Indonesien;-0.27878,111.47529;;;
3602;Administrative region;Sesayap Hilir, Tana Tidung Regency, North Kalimantan, Indonesia;3.65017,117.02197;;;
3603;Administrative region;Kalimantan Timur, Republik Indonesien;1.64063,116.41939;;;
3604;Administrative region;Kalimantan Tengah, Republik Indonesien;-2.18682,111.61197;;;
3605;Coordinates;Kalimantan Tengah, Republik Indonesien;-1.97748,111.63644;;;"Latitude: -1.977477 
Longitude: 111.636435 
UTM: 49S 570,778.8m E 9,781,415m N
Plus Code: 6PCH2JFP+2H3 
81.074 km²; 8,107.407 ha (or  1.372 Manhattans)"
3606;Administrative region;Rantau Selamat, East Aceh Regency, Aceh, Indonesia;4.62312,97.7634;;;Kabupaten Aceh Timur
3609;Administrative region;Bulungan, Kalimantan Timur, Republik Indonesien;1.64063,116.41939;;;Bulungan, East Kalimantan
3610;Administrative region;East Kutai Regency, East Kalimantan, Indonesia;0.94338,116.98524;;;Kutai Timur, East Kalimantan
3611;Administrative region;Lampung, Republik Indonesien;-4.55858,105.40681;;;
3612;Coordinates;Pangkatan, Perkebunan Pangk, Pangkatan, Labuhanbatu, Indonesien;2.04,99.55;;;In North Sumatra M.P. Evans Group PLC acquired three estates which are in close proximity, Pangkatan, Bilah and Sennah Estates, in the Labuhan Batu district. Exact Coordinates: E 99° 55,7’ – E 99°58,9’, N 02° 04’ 13,5’’ – N 02° 07’ 53,5’’.
3613;Administrative region;Aceh, Republik Indonesien;4.69513,96.7494;;;Simpang Kiri Estate (2,500 hectares) is located in the south-east corner of the province of Aceh.
3614;Coordinates;Kutai Kartanegara, Kalimantan Timur, Indonesien;-0.2199,116.7176;;;"PT Prima Mitrajaya Mandiri is located in three sub-districts, namely Kota Bangun, Muara
Kaman and Muara Wis, Kutai Kartanegara District, East Kalimantan Province."
3615;Administrative region;Bangka, Republik Indonesien;-2.28848,106.06402;;;
3617;Administrative region;Sumatera Utara, Republik Indonesien;2.11535,99.5451;;;Kerasaan, in North Sumatra
3618;Coordinates;Kiyura Village, West Mimika District, Papua Province, Indonesia;-4.3514,136.6501;;;"Kiyura Village, West Mimika District, Papua Province, Indonesia.
136o 36’ 20.60” – 136o 38’ 24.00” East
04o 22’ 25.30” – 04o 29’ 11.33” South"
3619;Administrative region;Danfu, Lasu, Papua-Neuguinea;-4.26252,153.1023;;;
3620;Administrative region;Kavieng, Papua-Neuguinea;-2.56667,150.8;;;land is known as Mamirum
3621;Administrative region;Kavieng, Papua-Neuguinea;-2.56667,150.8;;;"area is known as ""Umbukul forest area"""
3622;Administrative region;Kavieng, Papua-Neuguinea;-2.56667,150.8;;;
3624;Country;Egypt;26.82055,30.8025;;;No location information
3626;Administrative region;Kikori, Papua-Neuguinea;-7.03714,143.89503;;;The land is situated 90 kilometres northeast of Kikori government station and is situated north of Wowobo village.
3628;Administrative region;Departamento de Río Negro, Uruguay;-32.76254,-57.10132;;;
3629;Administrative region;Sarandí de Navarro, Uruguay;-32.54397,-56.8642;;;
3630;Administrative region;Puerto Varas, Región de Los Lagos, Chile;-41.3167,-72.9833;;;
3631;Administrative region;Florida, Uruguay;-34.1,-56.21667;;;
3632;Administrative region;San Gabriel, Uruguay;-34.03796,-55.88645;;;
3633;Administrative region;San Gabriel, Uruguay;-34.03796,-55.88645;;;
3634;Administrative region;San Gabriel, Uruguay;-34.03796,-55.88645;;;
3638;Administrative region;Bulungan, Indonesien;2.90425,116.98524;;;Kabupaten Bulungan, Kalimantan Timur.
3639;Administrative region;Pelantaran, Indonesien;-2.02999,112.92971;;;Pelantaran, Pundu, Kalimantan Tengah.
3639;Administrative region;Bajarau, Indonesien;-2.0044,112.82247;;;Bajarau, Kecamatan Cempaga Hulu, Kalimantan Tengah.
3639;Administrative region;Parenggean, Indonesien;-1.86954,112.76288;;;Parenggean, Kabupaten Kotawaringin Timur, Kalimantan Tengah
3640;Exact location;Penawai, Indonesien;-0.64674,116.18662;;;"Desa Penawai, Bekokong
Makmur, Kecamatan
Bongan, Kabupaten Kutai
Barat, Kalimantan
Timur."
3641;Administrative region;Langgam, Indonesien;0.24468,101.7236;;;Desa Langgam, Kabupaten Pasaman Barat, Sumatera Barat.
3641;Administrative region;Katiagan, Indonesien;-0.15197,99.76195;;;Desa Katiagan, Kabupaten Pasaman Barat, Sumatera Barat.
3642;Administrative region;Muara Siram, Indonesien;-0.73233,116.14108;;;Muara Siram, Kecamatan Bongan, Kabupaten Kutai Barat, Kalimantan Timur.
3643;Administrative region;Tebing Tinggi, Indonesien;3.32102,99.1545;;;"Nagari Tebing Tinggi, Kecamatan Pulau Punjung, Nagari Sitiung, Kecamatan Sitiung, Nagari Sialang Gaung, Kecamatan Kota Baru, Kabupaten Dharmasraya
Sumatera Barat."
3644;Coordinates;East Tanjung Palas, Indonesien;2.6773,117.7639;;;Kecamatan Tanjung Palas Timur, Kabupaten Bulungan, Kalimantan Timur
3646;Approximate location;Siluq Ngurai, West Kutai Regency, East Kalimantan, Indonesia;-0.78039,115.89949;;;Kenyanyan, Rikong, Kiyaq, Muara Ponak Villages in Siluq District, Ngurai, West Kutai Regency, East Kalimantan
3646;Approximate location;Jempang, West Kutai Regency, East Kalimantan, Indonesia;-0.57423,116.08867;;;Muara Tae Village, Jempang District, West Kutai Regency, East Kalimantan
3647;Administrative region;Bangka, Indonesien;-2.28848,106.06402;;;
3648;Administrative region;Departamento de Rocha, Uruguay;-33.96749,-53.91066;;;
3649;Administrative region;Departamento de Rocha, Uruguay;-33.96749,-53.91066;;;
3650;Administrative region;Departamento de Rocha, Uruguay;-33.96749,-53.91066;;;
3651;Administrative region;Departamento de Lavalleja, Uruguay;-34.00404,-54.96118;;;
3652;Administrative region;Pomio, Papua-Neuguinea;-5.51759,151.52229;;;
3653;Administrative region;Pomio, Papua-Neuguinea;-5.51759,151.52229;;;
3654;Administrative region;Pomio, Papua-Neuguinea;-5.51759,151.52229;;;
3655;Administrative region;Aitape, Papua-Neuguinea;-3.15383,142.364;;;
3657;Administrative region;Pomio, Papua-Neuguinea;-5.51759,151.52229;;;
3659;Administrative region;Kandrian-Gloucester District, Papua-Neuguinea;-6.20089,149.53543;;;
3660;Administrative region;Jaya Loka, Indonesien;-3.34911,103.19711;;;Kecamatan Jaya Loka, Kecamatan Tiang Pumpung Kepungut dan, Kecamatan BTS Ulu, Kabupaten Musi Rawas, Provinsi Sumatera Selatan, Indonesia.
3663;Administrative region;Kapuas Regency, Central Kalimantan, Indonesia;-1.81164,114.33414;;;
3664;Administrative region;Kikori, Papua-Neuguinea;-7.20713,144.43421;;;
3666;Administrative region;Belitung, Indonesien;-2.87089,107.95318;;;The plantations are called Parit Gunung, Darul Makmur and Air Ruak.
3667;Administrative region;Kalimantan Barat, Indonesien;-0.27878,111.47529;;;
3668;Administrative region;Bonanza, Nicaragua;14.0312,-84.59295;;;
3676;Administrative region;Akwa Ibom, Nigeria;4.92999,7.87216;;;From Ekperi to Anegbette in Etsako Central Edo State, covering fourteen communities
3678;Administrative region;Kalimantan Tengah, Indonesien;-1.68149,113.38235;;;
3679;Administrative region;Vanimo, Papua-Neuguinea;-2.68968,141.29985;;;
3680;Administrative region;Western Province, Papua-Neuguinea;-7.58464,142.36134;;;
3683;Administrative region;Western Province, Papua-Neuguinea;-7.58464,142.36134;;;
3687;Administrative region;Pomio, Papua-Neuguinea;-5.51759,151.52229;;;
3706;Administrative region;Gazelle Peninsula, Papua-Neuguinea;-4.66667,152.0;;;
3707;Administrative region;Vanimo, Papua-Neuguinea;-2.68968,141.29985;;;
3708;Administrative region;Kiunga, Papua-Neuguinea;-6.11908,141.29601;;;
3709;Administrative region;Vanimo, Papua-Neuguinea;-2.68968,141.29985;;;
3711;Administrative region;Bogia, Papua-Neuguinea;-4.27618,144.96807;;;
3712;Administrative region;Sumatera Utara, Indonesien;2.11535,99.5451;;;
3713;Administrative region;Sumatra, Indonesia;-0.58972,101.34311;;;
3714;Administrative region;Sumatera Utara, Indonesien;2.11535,99.5451;;;
3715;Approximate location;Muara Beliti, Musi Rawas Regency, South Sumatra, Indonesia;-3.23371,103.01265;;;"PT AKL is located in two districts, partly Beliti Muam Sub-Distict and partly in the Sub-District of Tiang Pumpung Kepungut (TPK), the two districts included in the Musi Rawas rcgency, South Sumatra Province.

Project area: Jalan Yos Sudarso, No 24 Batu Urip Taba Lubuk Linggau, South Sumatera Indonesia."
3715;Approximate location;Tiang Pumpung Kepungut, Musi Rawas Regency, South Sumatra, Indonesia;-3.35099,103.05874;;;
3718;Administrative region;Rawas Ulu, Musi Rawas Regency, South Sumatra, Indonesia;-2.6127,102.7365;;;
3719;Administrative region;Oro, Papua-Neuguinea;-8.89881,148.18929;;;
3725;Administrative region;San Carlos City, Negros Occidental, Philippines;10.48373,123.4129;;;
3726;Approximate location;Kibawe, Bukidnon, Philippines;7.48878,125.06084;;;
3727;Administrative region;Cerro Largo, Uruguay;-32.20248,-54.25931;;;
3728;Administrative region;Flores, Uruguay;-33.56295,-56.83111;;;
3729;Administrative region;Flores, Uruguay;-33.56295,-56.83111;;;
3733;Administrative region;Pissa, Central African Republic;4.05194,18.19778;;;Pissa in Lobaye Mbaiki sub-prefecture
3735;Exact location;Nkok, Gabon;0.39376,9.61081;;;
3747;Exact location;Brabanta, Democratic Republic of the Congo;-4.39593,20.34797;;;Located on the banks of the Kasai River. The concession is made up of multiple parcels.
3748;Administrative region;Puerto Morazán, Nicaragua;12.84713,-87.17283;;;
3750;Administrative region;Gewana, Ethiopia;10.16639,40.64528;;;Afar province
3751;Country;Ethiopia;9.145,40.48967;;;Multi-regional
3753;Administrative region;Southern Nations, Nationalities, and People's Region, Ethiopia;6.51569,36.95411;;;
3754;Administrative region;El Castillo, Nicaragua;12.51628,-84.98825;;;
3754;Administrative region;San Juan River, Nicaragua;10.92747,-83.6862;;;
3754;Administrative region;San Carlos, Nicaragua;11.12925,-84.77725;;;
3761;Coordinates;Asunafo South, Ghana;6.90522,-2.60938;;;"Brongo-Ahafo province
Mim mountains in Ghana
The area in operation is derived from JRC analysis. The mapathon initiated by the LM demarcated a smaller area.
Spatial data derived from satellite imagery."
3764;Coordinates;Volta, Ghana;5.92616,0.67359;;;"Agave in the Volta Region. Kpenu, Dabala, South Tongu District

Spatial data derived from satellite imagery."
