Deal ID;Is public;Deal scope;Deal size;Target country;Current size under contract;Current size in operation (production);Current negotiation status;Current implementation status;Fully updated;Top parent companies;Intended size (in ha);Size under contract (leased or purchased area, in ha);Size in operation (production, in ha);Comment on land area;Intention of investment;Comment on intention of investment;Nature of the deal;Comment on nature of the deal;Negotiation status;Comment on negotiation status;Implementation status;Comment on implementation status;Purchase price;Purchase price currency;Purchase price area type;Purchase price area;Comment on purchase price;Annual leasing fee;Annual leasing fee currency;Annual leasing fee type;Annual leasing fee area;Comment on leasing fees;Contract farming;On leased / purchased;On leased area/farmers/households;Not on leased / purchased (out-grower);Not on leased area/farmers/households (out-grower);Comment on contract farming;Jobs created (total);Planned number of jobs (total);Planned employees (total);Planned daily/seasonal workers (total);Current total number of jobs/employees/ daily/seasonal workers;Comment on jobs created (total);Jobs created (foreign);Planned number of jobs (foreign);Planned employees (foreign);Planned daily/seasonal workers (foreign);Current foreign number of jobs/employees/ daily/seasonal workers;Comment on jobs created (foreign);Jobs created (domestic);Planned number of jobs (domestic);Planned employees (domestic);Planned daily/seasonal workers (domestic);Current domestic number of jobs/employees/ daily/seasonal workers;Comment on jobs created (domestic);Actors involved in the negotiation / admission process;Name of investment project;Comment on investment chain;Operating company: Investor ID;Operating company: Name;Operating company: Country of registration/origin;Operating company: Classification;Operating company: Investor homepage;Operating company: Opencorporates link;Operating company: Comment;Name of community;Name of indigenous people;Comment on communities / indigenous peoples affected;Recognition status of community land tenure;Comment on recognitions status of community land tenure;Community consultation;Comment on consultation of local community;Community reaction;Comment on community reaction;Presence of land conflicts;Comment on presence of land conflicts;Displacement of people;Number of people actually displaced;Number of households actually displaced;Number of people displaced out of their community land;Number of people displaced staying on community land;"Number of households displaced ""only"" from their agricultural fields";Number of people facing displacement once project is fully implemented;Comment on displacement of people;Negative impacts for local communities;Comment on negative impacts for local communities;Promised compensation (e.g. for damages or resettlements);Received compensation (e.g. for damages or resettlements);Promised benefits for local communities;Comment on promised benefits for local communities;Materialized benefits for local communities;Comment on materialized benefits for local communities;Presence of organizations and actions taken (e.g. farmer organizations, NGOs, etc.);Former land owner;Comment on former land owner;Former land use;Comment on former land use;Former land cover;Comment on former land cover;Crops area/yield/export;Comment on crops;Livestock area/yield/export;Comment on livestock;Mineral resources area/yield/export;Comment on mineral resources;Contract farming crops;Comment on contract farming crops;Contract farming livestock;Comment on contract farming livestock;Has domestic use;Domestic use;Has export;Export;Country 1;Country 1 ratio;Country 2;Country 2 ratio;Country 3;Country 3 ratio;Comment on use of produce;In country processing of produce;Comment on in country processing of produce;Processing facilities / production infrastructure of the project (e.g. oil mill, ethanol distillery, biomass power plant etc.);In-country end products of the project;Water extraction envisaged;Comment on water extraction envisaged;Source of water extraction;Comment on source of water extraction;Comment on how much do investors pay for water;Water extraction amount;Comment on how much water is extracted;Use of irrigation infrastructure;Comment on use of irrigation infrastructure;Water footprint of the investment project;Comment on gender-related info;Overall comment;Not public;Reason;Comment on not public
8819;Yes;transnational;26761.00;Russian Federation;26761.00;0.0;Concluded (Contract signed);In operation (production);2021-10-21T09:44:47.304856+00:00;Ilim SA#43103#;;2008#current#26761.0;;This is not the exact size under contract, within this deal because company reports do not have such information. The size is attained via https://hcvf.ru/ru/maps/hcvf-krasnoyarsk. According to the company site, the total area of the leased plots in Ust-Ilimsk branch is 2,675.0 thousand hectares.;#current##Forest logging / management;;Lease;The company leases lands on a long-term perspective (up to 49 years);2008#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;;Yes;2355;2355;;2017###1767#|2018###1715#|2019#current##1555#;The current number of employees refers to the employees for all of the Branch. The Branch plans to employ another 800 workers up to 2023 because of the construction pulp mill.;;;;;;;;;;;;;;;;43613;Branch of JSC Ilim Group in Ust-Ilimsk region;Russian Federation;;;;;;;;;;;;;;;;;;;;;;;;;;;;Financial support|Other;According to the social and economic cooperation agreement, Ilim Group is obliged to help the residents of the village of Chemdalsk in order to ensure decent working conditions, including the indigenous peoples of the north. In 2013, Ilim Group promised to pay a charitable contribution of 200 thousand rubles. The Group and locals also agreed to establish a long-term partnership in solving problems of a socio-economic nature.;Roads|Financial support|Other;In 2019, 209 km of roads were built, 7 wooden pipes and 3 bridges were laid. In 2019, JSC Ilim Group provided the local population through the Ilim-Garant Charitable Foundation. the amount of 26.662 million rubles. The company provides its employees with medical insurance, overalls, footwear, personal protective equipment. In addition to compulsory medical insurance, all employees of the Branch have a voluntary medical insurance policy for additional medical care at the expense of the enterprise.;;State;;Forestry;;Forest land;;#current####Trees (unspecified);Aspen, birch, larch.;;;;;;;;;Yes;10.0;Yes;90.0;China;;;;;;The company also exports end-products to Southeast Asia;Yes;;"Logging activities at the Branch are carried out by 3 logging sites (""Profi"", ""Tushama"", ""Siberia""). The company has pulp and paper mills that enable end-closed cycle operation.";Packaging materials, Market cellulose, Wood chemistry, Round timber;;;;;;;;;;;For 2019, the number of employees was 1555, 1407 of them - males, 148 - females.;The deal is connected to other deals within the Ust-Ilimsk branch. This deal has polygons in the contract area, where a company leases land for foresty.;No;;
8820;Yes;transnational;55799.00;Russian Federation;55799.00;0.0;Concluded (Contract signed);In operation (production);2021-10-21T09:43:48.616158+00:00;Ilim SA#43103#;;2008#current#55799.0;;This is not the exact size under contract, within this deal because company reports do not have such information. The size is attained via https://hcvf.ru/ru/maps/hcvf-krasnoyarsk According to the company site, the total area of the leased plots in Ust-Ilimsk branch is 2,675.0 thousand hectares.;#current##Forest logging / management;;Lease;The company leases lands on a long-term perspective (up to 49 years);2008#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;;Yes;2355;2355;;2017###1767#|2018###1715#|2019#current##1555#;The current number of employees refers to the employees for all of the Branch. The Branch plans to employ another 800 workers up to 2023 because of the construction pulp mill.;;;;;;;;;;;;;;;;43613;Branch of JSC Ilim Group in Ust-Ilimsk region;Russian Federation;;;;;;;;;;;;;;;;;;;;;;;;;;;;Financial support|Other;According to the social and economic cooperation agreement, Ilim Group is obliged to help the residents of the village of Chemdalsk in order to ensure decent working conditions, including the indigenous peoples of the north. In 2013, Ilim Group promised to pay a charitable contribution of 200 thousand rubles. The Group and locals also agreed to establish a long-term partnership in solving problems of a socio-economic nature.;Roads|Financial support|Other;In 2019, 209 km of roads were built, 7 wooden pipes and 3 bridges were laid. In 2019, JSC Ilim Group provided the local population through the Ilim-Garant Charitable Foundation. the amount of 26.662 million rubles. The company provides its employees with medical insurance, overalls, footwear, personal protective equipment. In addition to compulsory medical insurance, all employees of the Branch have a voluntary medical insurance policy for additional medical care at the expense of the enterprise.;;State;;Forestry;;Forest land;;#current####Trees (unspecified);Aspen, birch, larch.;;;;;;;;;Yes;10.0;Yes;90.0;China;;;;;;The company also exports end-products to Southeast Asia;Yes;;"Logging activities at the Branch are carried out by 3 logging sites (""Profi"", ""Tushama"", ""Siberia""). The company has pulp and paper mills that enable end-closed cycle operation.";Packaging materials, Market cellulose, Wood chemistry, Round timber;;;;;;;;;;;For 2019, the number of employees was 1555, 1407 of them - males, 148 - females.;The deal is connected to other deals within the Ust-Ilimsk branch. This deal has polygons in the contract area, where a company leases land for foresty.;No;;
8821;Yes;transnational;133826.00;Russian Federation;133826.00;0.0;Concluded (Contract signed);In operation (production);2021-10-21T09:43:02.847474+00:00;Ilim SA#43103#;;2008#current#133826.0;;This is not the exact size under contract, within this deal because company reports do not have such information. The size is attained via https://hcvf.ru/ru/maps/hcvf-krasnoyarsk. According to the company site, the total area of the leased plots in Ust-Ilimsk branch is 2,675.0 thousand hectares.;#current##Forest logging / management;;Lease;The company leases lands on a long-term perspective (up to 49 years);2008#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;;Yes;2355;2355;;2017###1767#|2018###1715#|2019#current##1555#;The current number of employees refers to the employees for all of the Branch. The Branch plans to employ another 800 workers up to 2023 because of the construction pulp mill.;;;;;;;;;;;;;;;;43613;Branch of JSC Ilim Group in Ust-Ilimsk region;Russian Federation;;;;;;;;;;;;;;;;;;;;;;;;;;;;Financial support|Other;According to the social and economic cooperation agreement, Ilim Group is obliged to help the residents of the village of Chemdalsk in order to ensure decent working conditions, including the indigenous peoples of the north. In 2013, Ilim Group promised to pay a charitable contribution of 200 thousand rubles. The Group and locals also agreed to establish a long-term partnership in solving problems of a socio-economic nature.;Roads|Financial support|Other;In 2019, 209 km of roads were built, 7 wooden pipes and 3 bridges were laid. In 2019, JSC Ilim Group provided the local population through the Ilim-Garant Charitable Foundation. the amount of 26.662 million rubles. The company provides its employees with medical insurance, overalls, footwear, personal protective equipment. In addition to compulsory medical insurance, all employees of the Branch have a voluntary medical insurance policy for additional medical care at the expense of the enterprise.;;State;;Forestry;;Forest land;;#current####Trees (unspecified);Aspen, birch, larch.;;;;;;;;;Yes;10.0;Yes;90.0;China;;;;;;The company also exports end-products to Southeast Asia;Yes;;"Logging activities at the Branch are carried out by 3 logging sites (""Profi"", ""Tushama"", ""Siberia""). The company has pulp and paper mills that enable end-closed cycle operation.";Packaging materials, Market cellulose, Wood chemistry, Round timber;;;;;;;;;;;For 2019, the number of employees was 1555, 1407 of them - males, 148 - females.;The deal is connected to other deals within the Ust-Ilimsk branch. This deal has polygons in the contract area, where a company leases land for foresty.;No;;
8822;Yes;transnational;23553.00;Russian Federation;23553.00;0.0;Concluded (Contract signed);In operation (production);2021-10-21T09:42:24.761310+00:00;Ilim SA#43103#;;2008#current#23553.0;;This is not the exact size under contract, within this deal because company reports do not have such information. The size is attained via https://hcvf.ru/ru/maps/hcvf-krasnoyarsk. According to the company site, the total area of the leased plots in Ust-Ilimsk branch is 2,675.0 thousand hectares.;#current##Forest logging / management;;Lease;The company leases lands on a long-term perspective (up to 49 years);2008#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;;Yes;2355;2355;;2017###1767#|2018###1715#|2019#current##1555#;The current number of employees refers to the employees for all of the Branch. The Branch plans to employ another 800 workers up to 2023 because of the construction pulp mill.;;;;;;;;;;;;;;;;43613;Branch of JSC Ilim Group in Ust-Ilimsk region;Russian Federation;;;;;;;;;;;;;;;;;;;;;;;;;;;;Financial support|Other;According to the social and economic cooperation agreement, Ilim Group is obliged to help the residents of the village of Chemdalsk in order to ensure decent working conditions, including the indigenous peoples of the north. In 2013, Ilim Group promised to pay a charitable contribution of 200 thousand rubles. The Group and locals also agreed to establish a long-term partnership in solving problems of a socio-economic nature.;Roads|Financial support|Other;In 2019, 209 km of roads were built, 7 wooden pipes and 3 bridges were laid. In 2019, JSC Ilim Group provided the local population through the Ilim-Garant Charitable Foundation. the amount of 26.662 million rubles. The company provides its employees with medical insurance, overalls, footwear, personal protective equipment. In addition to compulsory medical insurance, all employees of the Branch have a voluntary medical insurance policy for additional medical care at the expense of the enterprise.;;State;;Forestry;;Forest land;;#current####Trees (unspecified);Aspen, birch, larch.;;;;;;;;;Yes;10.0;Yes;90.0;China;;;;;;The company also exports end-products to Southeast Asia;Yes;;"Logging activities at the Branch are carried out by 3 logging sites (""Profi"", ""Tushama"", ""Siberia""). The company has pulp and paper mills that enable end-closed cycle operation.";Packaging materials, Market cellulose, Wood chemistry, Round timber;;;;;;;;;;;For 2019, the number of employees was 1555, 1407 of them - males, 148 - females.;The deal is connected to other deals within the Ust-Ilimsk branch. This deal has polygons in the contract area, where a company leases land for foresty.;No;;
8839;Yes;transnational;11000.00;Algeria;11000.00;800.00;Concluded (Contract signed);In operation (production);;Spa Atlas#43672#;11000.00;2018#current#11000.0;2018##150.0|2019##600.0|2020#current#800.0;Part of a larger project covering an area of ​​20000 hectares in the wilaya of Ouargla dedicated to agro-industry. The first tranch will bring 1,000ha under production.;2021-04-06#current##Food crops;Production of wheat, legumes, beetroot and sunflower and agro-food processing.;Lease;;2018#current#Concluded (Contract signed);;2019#current#In operation (production);;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;43673;Al-Filaha-ATLAS;Algeria;Private company;;;Algerian - Turkish cooperation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2019##150.0#750.0##Wheat|2020##600.0#4000.0##Wheat|2019##60.0#3600.0##Sugar beet|2020#current#800.0#60000.0##Sugar beet;"The durum wheat for the 2018/2019 season was  on an area of 150 ha and 600 ha during the 2019/2020 season.The year 2019 was also marked by a production  beet on 60 ha and 800 ha during the year 2020
This concerns a production of 750 tonnes of durum wheat for the 2018/2019 season and 4000 tonnes during the 2019/2020 season. The year 2019 was also marked by a production of 3600 tonnes of beet  and 60000 tonnes during the year 2020. Sunflower  is expected to produce 2,000 tons for the year 2021.";;;;;;;;;Yes;;;;;;;;;;;Yes;agro-food processing;;;Yes;Several opportunities are offered for agricultural investment in this wilaya in the south-east of the country which conceals significant water resources;;;;;;Yes;;;;;No;;
8840;Yes;transnational;200.00;Nigeria;200.00;0.0;Concluded (Contract signed);None;;Fayus Inc#43674#;200.00;#current#200.0;;Fayus’ investments in Edo include a 200 hectares pilot oil palm plantation;#current##Agriculture unspecified;Oil palm;;;#current#Concluded (Contract signed);According to him, the company has an oil palm nursery and plantation expansion plan in Ewan Usi community and an oil palm plantation project in Owan West Local Government Area;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Edo State Oil Palm Programme (ESOPP);Part of the Edo State Oil Palm Programme (ESOPP). Apparently the investment is supported by funding from the US government. In collaboration with Shine Bridge Global (SBG) and Africa Global Schaffer (AfGS), establishing value chains in oil palm and cassava.;43675;Fayus Nigeria Limited;Nigeria;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Oil Palm;The company has an oil palm nursery;;;;;;;;;Yes;;Yes;;;;;;;;The aim was to create industrial food ingredients for both the domestic and global export markets in manufacturing of consumer-packaged goods (CPGs) in Nigeria;Yes;oil palm and cassava industrialisation;;;;;;;;;;;;;;;No;;
8842;Yes;transnational;5000.00;Nigeria;5000.00;0.0;Concluded (Contract signed);In operation (production);;Fayus Inc#43674#;5000.00;#current#5000.0;;Edo State Government and Terra Agric Nigeria  investments in Edo include 5000 hectares;#current##Agriculture unspecified;Oil palm;;It is not clear if this is contract farming with local smallholders or on land owned by the company.;#current#Concluded (Contract signed);;#current#In operation (production);From satellite imagery, a newly established palm plantation is visible since 2019.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Edo State#Government / state institutions (government, ministries, departments, agencies etc.);;"support of the USAID-funded West Africa Trade and Investment Hub (WATIH).
This might have been taken over from Okomu Oil Palm/Terra Agric Nigeria.";43675;Fayus Nigeria Limited;Nigeria;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current#5000.0###Oil Palm;;;;;;;;;;Yes;;;;;;;;;;;Yes;;;;Yes;;;;;;;;;;;;No;;
8864;Yes;transnational;18500.00;Romania;18500.00;0.0;Concluded (Contract signed);In operation (production);;IKEA A/S#5075#;;2016#current#18500.0;;;#current##Timber plantation;;Outright purchase;;2016#current#Concluded (Contract signed);In 2010, Prokon bought the forests in Romania through a loan to the wood processor HIT Torgau and its subsidiary Prokon HIT Timber. But the company became insolvent and sold the land in 2016 to IKEA;#current#In operation (production);;4000000;Euro (€);for specified area;18500.00;The previous owner bought the land for 75 million euros;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;2016#current##52#;There are 52 employees working for the forest operations in Romania;;;;40062;IKEA Resource Independence Forest Assets SRL;Romania;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Other;The previous owner was German wind power company Prokon that became insolvent;Other;wind power production;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Linked with deal #6122 cause the investor is the same.;No;;
8865;Yes;transnational;12800.00;Romania;12800.00;0.0;Concluded (Contract signed);In operation (production);2021-09-23T14:14:37.416324+00:00;IKEA A/S#5075#;;2016#current#12800.0;;;#current##Timber plantation;;Outright purchase;;2016#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;;;;;;;Yes;;;;2016#current##52#;There are 52 employees working for the forest operations in Romania;;;;;;;;;;;;;;;;40062;IKEA Resource Independence Forest Assets SRL;Romania;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;most of the local timber mass is state property.;;;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The deal is linked with #8864 and #6122 cause the investor is the same. At the moment, IKEA is the biggest private foresty owner in Romania;No;;
8877;Yes;transnational;5700.00;Uganda;5700.00;0.0;Concluded (Contract signed);Startup phase (no production);;Rai Group Limited#41254#;5700.00;2016#current#5700.0;;The current size under operation was not provided by the investment;#current##Food crops;Sugar cane production;Lease;"August 2016, the Bunyoro-Kitara Kingdom, one of five traditional kingdoms which hold autonomous
powers to the central government in Kampala,  leased the 5700 hectares of land to Hoima Sugar Limited";#current#Concluded (Contract signed);The country’s forestry authority contends that Hoima Sugar Limited obtained the titles after the Ministry of Land erroneously declared that the land fell outside the bounds of the forest reserve.;#current#Startup phase (no production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Hoima sugar limited;The land was leased to Hoima Sugar, which has a 70% shareholding in Kinyara Sugar Works in neighbouring Masindi district;41072;Hoima Sugar Limited;;Private company;;https://opencorporates.com/companies/ug/80010003618256;;Nyairongo#;;;;;Not consulted;For the EIA issued for the nearby parcel of land claimed by Hoima Sugar, opponents say NEMA failed to carry out comprehensive consultations with local communities and other stakeholders.“They should have consulted more people.It’s a very sensitive place,” Okello said.;Rejection;According to  WanaData(2021) under the Land Act, forest reserves like Bugoma are held in trust for the “common good of the citizens of Uganda” and may not be leased or sold by the government;Yes;The residents  of Nyairongo are concerned  the government turning  a blind eye as Bugoma Forest gets depleted;;;;;;;;;Environmental degradation|Socio-economic|Cultural loss|Violence;"The forest is  under threat of being wiped out as a result of encroachment of farmland, illegal logging and charcoal burning among others. It is estimated that six million tonnes of wood are annually transformed into 1.8million tons of charcoal from Bugoma forest at a cost ofshs40,000 ($ 11) a sack. Asimire Alice, a professional teacher and councilor for Kabwoya sub-county, says that the rate at which deforestation is taking place in Bugoma Forest worries the local community members, as they are complaining of the loss of natural herbs which they used to get from the special tree species in the forest.

Due to deforestation, there has been a direct loss of wildlife habitats. The removal of trees and other types of vegetation reduces available food, shelter, and breeding habitats. Wildlife is forced to migrate to survive and in doing so, end up in surrounding homes and gardens. This leads to increased human/wildlife conflict. According to WanaData (2021) there is also a high crime rate within the area, due to the increased number of people who were relocated from different areas of the country to help in cutting down trees, this has led to increased rape cases and defilement in the area.

According to the Support the Guardian(2020) news report   the development of ecotourism activities will have a broader impact on the livelihood of the people in the area.";;;Health|Education|Other;Rajasekaran Ramadoss, agriculture manager at Hoima Sugar Company, said the proposed sugarcane plantation would “improve the standard of living of those people” in the area. In the environmental and social impact assessment report submitted with its application for a sugar plantation, the company said it would also build schools and a hospital, develop an ecotourism project that comprised an eco-lodge, walking trails and a campsite, and replant the degraded are;;;"A coalition of Ugandan NGOs have filed a High Court injunction against NEMA and its approval of theproject, and as such NEMA declined to comment on these allegations. But in a press statement, NEMA saidsugarcane would only be planted on part of the 5700-hectare area.
Conservation groups and forestry experts have long warned that destroying even just a part of the forest’s diversity would lead to a loss of fauna and flora, and affect the water levels of the River Nile.“We consider this plan not only detrimental to the Ugandan government plans to develop and invest in tourism in Bugoma Forest, but to the overall fragile and rich ecosystem [which] will simply be irreparably compromised,” said Tessarin, who is also director of Uganda Jungle Lodges and owner of Bugoma Jungle Lodge.

Conservationists have launched a social media campaign, “Save Bugoma Forest”, and are petitioning President Yoweri Museveni to intervene.“It is necessary that the government of Uganda and the national institutions intervene to resolve a matter that cannot be just a legal battle in court and cannot be only about boundaries of proposed land titles,” said Tessarin.";;;Conservation;It was considered a cultural site. It is home to around 500 chimpanzees,baboons, foxes, primates, home to the red-flagged Nahant francolin birds and theforest elephants among other animals that have been sighted here;Forest land;;#current####Sugar Cane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Related to deal 6866;No;;
8891;Yes;transnational;5815.00;Uzbekistan;5815.00;0.0;Concluded (Contract signed);In operation (production);;Royal Tai Group#43650#|Juydam-tamirchi LLC#43786#;;2018-09-19#current#5815.0;;;#current##Non-food agricultural commodities;Cotton production;Lease;;2018-09-19#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;;;;;;;Yes;;;;2016#current##200#;Employees value refers only for the enterprise (not farmers);;;;;;;;;;;;;Government of Uzbekistan#Government / state institutions (government, ministries, departments, agencies etc.);;;43785;Fergana Oseana LLC;Uzbekistan;Private company;;;Cotton-textile cluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Private (smallholders);;Smallholder agriculture;;Cropland;;#current####Cotton;;;;;;;;;;;;Yes;;China;;Russian Federation;;;;"Also export to ""European countries""";Yes;;"Procurement points JSC ""Rishtan cotton ginning"": ""Beshbola"", ""Vodil"", ""Chimyon"", ""Honkiz""";yarns and threads;Yes;;;;;;;Yes;Drip irrigation will be introduced on 470 hectares of land that is difficult to reach.;;;;No;;
8895;Yes;transnational;5869.00;Uzbekistan;5869.00;0.0;Concluded (Contract signed);In operation (production);;Uztex Group#43625#|Visitex Universal LP#43798#;;2018-09-19##5919.0|2020-09-08#current#5869.0;;;#current##Non-food agricultural commodities;cotton production;Lease;;2018-09-19#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Government of Uzbekistan#Government / state institutions (government, ministries, departments, agencies etc.);;;43797;Uchkurgan Textile LLC;Uzbekistan;Private company;;;Cotton textile cluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;Uzbek Forum for Human Rights;Private (smallholders);;Smallholder agriculture;;Cropland;;#current####Cotton;;;;;;;;;;;;;;;;;;;;"Unclear yet. In media report mentioned ""export potential"" but no specified countries for export indicated";Yes;;"JSC ""Uychi buttermilk tozalash"" with all procurement points (without the Chortok procurement point)";carded cotton, rotor spinning, cotton and double-twisted yarns;;;;;;;;;;;;Part of Uztex Group. In media reports often mentioned together with Uztex Uchkurgan (another cluster) so it's not always clear which information refers specifically to Uchkurgan Textile;No;;
8905;Yes;transnational;9000.00;Uzbekistan;9000.00;0.0;Concluded (Contract signed);In operation (production);;Demir Mithat#43812#;;2019-11-18#current#9000.0;;;#current##Non-food agricultural commodities;Cotton production;Lease;"Acquired via ""voluntary"" transferring from farmers ownership";2019-11-18#current#Concluded (Contract signed);Contract with 62 farms;#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Government of Uzbekistan#Government / state institutions (government, ministries, departments, agencies etc.);;;43811;MT Amir tex;Uzbekistan;Private company;;;Cotton cluster;;;;;;;;;;Yes;"""62 farmers were ""left without land and could not pay for the equipment they borrowed from the bank... 9,000 hectares of cotton fields in Mubarek district have been allocated for the joint venture MT Amir Tex. But MT Amir Tex is taking over the land. Instead of the removed land, they offered low-yielding lands that could only be irrigated by pumping away from running water. The farmers was in a situation where they could not pay for the tractors and cultivators because they was separated from the grain land...ore than 400 people working on 60 farms in the Sardoba farm in Mubarek district have lost their jobs as a result of land confiscation.""

https://www.ozodlik.org/a/30842554.html";;;;;;;;;;;;;;;;;;Private (smallholders);;Smallholder agriculture;;Cropland;;#current####Cotton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
8915;Yes;transnational;5550.00;Uzbekistan;5550.00;5390.00;Concluded (Contract signed);In operation (production);;Impex textile LLC#43817#;;2018-09-19#current#5550.0;#current#5390.0;;#current##Non-food agricultural commodities;Cotton production;Lease;;2018-09-19#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Governement of Uzbekistan#Government / state institutions (government, ministries, departments, agencies etc.);;;43816;Toshbuloq teks LLC;Uzbekistan;Private company;;;Cotton-textile cluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Private (smallholders);;Smallholder agriculture;;Cropland;;#current####Cotton;;;;;;;;;;;;Yes;;Russian Federation;;;;;;;Yes;;"Procurement points JSC ""Turakurgon cotton ginning"": ""Galaba""";yarn;;;;;;;;;;;;;No;;
8921;Yes;transnational;383.00;Uzbekistan;383.00;0.0;Concluded (Contract signed);In operation (production);;Altex LLC#43828#|Petex LLP#43829#;;2018-09-19#current#383.0;;;#current##Non-food agricultural commodities;Cotton production;Lease;;2019-09-19#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;There used to be a contract farming system in 2019, but after the operating company delayed payments for farmers, it was deemed inappropriate to sign contracts for the 2020 cotton harvest;Yes;;;;2006#current##650#;workers on the processing facilities;;;;;;;;;;;;;Government of Uzbekistan#Government / state institutions (government, ministries, departments, agencies etc.);;;43827;Amin invest international LLC;Uzbekistan;Private company;;;Cotton-textile cluster;;;;;;;;;;;;;;;;;;;;Socio-economic;"1.In 2019, the operating company did not pay off 152 farms for harvesting cotton|
2. in the khokimiyat (authority institution) of the Pastdargom region there is information that the company illegally carried out payments in cash

http://stv.uz/news/newsamar/13889-oficialnoe-zayavlenie-na-videobraschenie-emmy-kostamirovoy-rukovoditelya-sovmestnogo-predpriyatiya-amin-invest-international.html";;;;;;;;Private (smallholders);;Smallholder agriculture;;Cropland;;#current####Cotton;;;;;;;;;;Yes;10.0;Yes;90.0;;;;;;;;Yes;;"Procurement points of JSC ""Zhuma pakhta tozalash"": ""Samarkand"" and ""Honcharbog""";clothes;;;;;;;;;;;;;No;;
8934;Yes;transnational;47000.00;Bulgaria;47000.00;0.0;Concluded (Contract signed);In operation (production);;Tepro Consultores Agricola#43841#;;2020#current#47000.0;;;#current##Food crops;;Outright purchase|Lease;;2006#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;;;;;;;Yes;;;;2020#current##60#;Employees number relevant only for the whole holding;;;;;;;;;;;;;;;There are also operating companies:  Durum Bulgaria 2006 OOD, Durum Bulgaria 2007 OOD, Agroteknika Bulgaria OOD, led by Tepro Bulgaria LLC. But it's still unknown an exact division of land area within the holding;43840;Tepro Bulgaria LLC;Bulgaria;Asset management firm;;;A management company, intermediary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current####Barley, Corn (Maize), Rapeseed, Sun Flower, Wheat;;;;;;;;;;Yes;;Yes;;;;;;;;;;;;;;;;;;;;;;;;The deal should be split into several deals on the level of operating companies, but the exact land area is still unknown for operating companies;No;;
8941;Yes;transnational;11675.00;Ukraine;11675.00;0.0;Concluded (Contract signed);In operation (production);;KSG Agro SA#3146#;;2020#current#11675.0;;;#current##Food crops;;Lease;Lease agreements with approximately 1936 smallholders;2002#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;43857;KSG Dnipro;Ukraine;Private company;;;;;;;;;;;;;Yes;"In 2021, there was a protest against ""raiding"" where locals accused the operating company of carrying out illegal mowing on alien fields. The protesters also criticized police who protected and supported the operating company";;;;;;;;;;;;;;;;;;Private (smallholders);;Smallholder agriculture;;Cropland;;2019##842.0###Corn (Maize)|2019##3996.0###Wheat|2019##895.0###Rapeseed|2019##5379.0###Sun Flower|2019##214.0###Sorghum|2019#current#1385.0###Barley;;;;;;;;;;;;Yes;;Switzerland;;;;;;An export operation of wheat, barley to Switzerland from 2015-2017;Yes;;;;;;;;;;;;;;;;No;;
