Deal ID;Is public;Deal scope;Deal size;Target country;Current size under contract;Current size in operation (production);Current negotiation status;Current implementation status;Fully updated;Top parent companies;Intended size (in ha);Size under contract (leased or purchased area, in ha);Size in operation (production, in ha);Comment on land area;Intention of investment;Comment on intention of investment;Nature of the deal;Comment on nature of the deal;Negotiation status;Comment on negotiation status;Implementation status;Comment on implementation status;Purchase price;Purchase price currency;Purchase price area type;Purchase price area;Comment on purchase price;Annual leasing fee;Annual leasing fee currency;Annual leasing fee type;Annual leasing fee area;Comment on leasing fees;Contract farming;On leased / purchased;On leased area/farmers/households;Not on leased / purchased (out-grower);Not on leased area/farmers/households (out-grower);Comment on contract farming;Jobs created (total);Planned number of jobs (total);Planned employees (total);Planned daily/seasonal workers (total);Current total number of jobs/employees/ daily/seasonal workers;Comment on jobs created (total);Jobs created (foreign);Planned number of jobs (foreign);Planned employees (foreign);Planned daily/seasonal workers (foreign);Current foreign number of jobs/employees/ daily/seasonal workers;Comment on jobs created (foreign);Jobs created (domestic);Planned number of jobs (domestic);Planned employees (domestic);Planned daily/seasonal workers (domestic);Current domestic number of jobs/employees/ daily/seasonal workers;Comment on jobs created (domestic);Actors involved in the negotiation / admission process;Name of investment project;Comment on investment chain;Operating company: Investor ID;Operating company: Name;Operating company: Country of registration/origin;Operating company: Classification;Operating company: Investor homepage;Operating company: Opencorporates link;Operating company: Comment;Name of community;Name of indigenous people;Comment on communities / indigenous peoples affected;Recognition status of community land tenure;Comment on recognitions status of community land tenure;Community consultation;Comment on consultation of local community;Community reaction;Comment on community reaction;Presence of land conflicts;Comment on presence of land conflicts;Displacement of people;Number of people actually displaced;Number of households actually displaced;Number of people displaced out of their community land;Number of people displaced staying on community land;"Number of households displaced ""only"" from their agricultural fields";Number of people facing displacement once project is fully implemented;Comment on displacement of people;Negative impacts for local communities;Comment on negative impacts for local communities;Promised compensation (e.g. for damages or resettlements);Received compensation (e.g. for damages or resettlements);Promised benefits for local communities;Comment on promised benefits for local communities;Materialized benefits for local communities;Comment on materialized benefits for local communities;Presence of organizations and actions taken (e.g. farmer organizations, NGOs, etc.);Former land owner;Comment on former land owner;Former land use;Comment on former land use;Former land cover;Comment on former land cover;Crops area/yield/export;Comment on crops;Livestock area/yield/export;Comment on livestock;Mineral resources area/yield/export;Comment on mineral resources;Contract farming crops;Comment on contract farming crops;Contract farming livestock;Comment on contract farming livestock;Has domestic use;Domestic use;Has export;Export;Country 1;Country 1 ratio;Country 2;Country 2 ratio;Country 3;Country 3 ratio;Comment on use of produce;In country processing of produce;Comment on in country processing of produce;Processing facilities / production infrastructure of the project (e.g. oil mill, ethanol distillery, biomass power plant etc.);In-country end products of the project;Water extraction envisaged;Comment on water extraction envisaged;Source of water extraction;Comment on source of water extraction;Comment on how much do investors pay for water;Water extraction amount;Comment on how much water is extracted;Use of irrigation infrastructure;Comment on use of irrigation infrastructure;Water footprint of the investment project;Comment on gender-related info;Overall comment;Not public;Reason;Comment on not public
7405;Yes;domestic;80000.00;Cameroon;80000.00;0.0;Concluded (Contract signed);In operation (production);;ANAFOR#41622#;;2015-04-14#current#80000.0;;FMU number 08.008 classified as such in 2004-01-01;2015-04-14#current#80000.0#Forest logging / management;;Concession;;2015-04-14#current#Concluded (Contract signed);;#current#In operation (production);;1000;CFA Franc BEAC;per ha;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;It is not clear if domestic investor or international investor;41622;ANAFOR;Cameroon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Forestry;;Forest land;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7406;Yes;domestic;7220.00;Liberia;7220.00;0.0;Concluded (Contract signed);In operation (production);;Delta Timber Company (DTC)#41623#;7220.00;2016#current#7220.0;;Another reports claim the land size is 7,320 hectares.;2016#current##Forest logging / management;;Concession;CFMA 5 (Numopoh)- Sub-contracted to Delta Timber (Agreement between community and Delta Timber Company);2016#current#Concluded (Contract signed);contract was signed in 2016;2018#current#In operation (production);;;;;;;1;US Dollar ($);per ha;;Another amount of US$3.00 for every cubic meter log felled to be paid on a quarterly basis.;;;;;;;;;;;;;;;;;;;;;;;;;;Numopoh Community Forest;;41623;Delta Timber Company (DTC);Liberia;Private company;;;Owned by Gabriel Doe who previously owned Cavalla Timber. Cavalla Timber was once under intense criticisms by forest watch dogs during Liberia's civil war for being one of the major violators of forest laws.;Nomopoh community#;;The community is located between large forest, with low levels of infrastructural development (roads, schools and clinics).;Community traditional or customary rights recognized by government;The community has two paramount chiefs.;;Company took advantage of the limited knowledge of the community on forests laws and the permit FDA issued to the community, to exploit them.;;;Yes;Caused by DTA  operating in two forests  that were not under the permitted area.;;;;;;;;;;Damaged water points;US$3.00 CUBIC METER ON CUT LOG;Did not materialise.;Health|Education|Roads|Capacity building;"Engahe in community development programs including;
Construction of a junior high school and clinics within 18 months of operation.
Provide 8 scholarships fannualy to citizens of the affected community (3 University and 5 high school students).
Citizens of the affected community will be given preference for employment for skilled and unskilled labour jobs, particularly for the following positions;human resource officer, scaler, public relations officer, bush manager and drivers.";;DTA has not fulfilled any of its commitment  to the community as enshrined in the contract.;"Community members have protest  against DTA 's illegal logging activities and also tried to engage FDA through formal letters since 2017 to no avail.
Numopoh CFMB  communicated to the company on several occassions to stop operating in forests that wee not allocated to it but the company refused.
In 2018, Volunteer to Support International Efforts in Developing Countries (VOSIDA) released a forest assessment report which shows DTC was in persistant violations of Liberian forestry laws.
In 2019, the NGO Coalition of Liberia, urged the government to institute an investigation into the alleged illegal logging of Delta Timber Company’s (DTC).";Community;;Smallholder agriculture|Hunting/Gathering|Forestry;The main community is agriculture. However, hunting, fishing and extraction of wood and processing other non-timber forest products for marketing.;;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Company is involved in illegal logging activities and has not fulfilled the commitment it made to the affected community,;No;;
7408;Yes;domestic;2400.00;Nepal;2400.00;0.0;Intended (Under negotiation);Project not started;2021-11-26T19:11:20.642597+00:00;Government of Nepal#41528#;;2016-11-16#current#2400.0;;2,400 ha of land would be submerged for the reservoir of the dam;#current##Renewable Energy;Expected to add 1200MW to the country's power supply;;;2016#current#Intended (Under negotiation);The process of land acquisition is still under negotiation with Government for resettlement and of compensation to the displaced;#current#Project not started;;;Nepalese Rupee (₨);per ha;;"The purchase price estimated by Government of Nepal are:
Land in Main Road and Settlement Area= 16416100
Land in Main Road Area= 15806640
Land in other Small Settlement and Roadside Area= 15197180
Rice Field Agriculture Land (A Quality), Khet Aawal= 14587720
Rice Field Agriculture Land (B Quality), Khet Doyam=13978260
Rice Field Agriculture Land (C Quality), Khet Sim= 13368800
Rice Field Agriculture Land (D Quality), Khet Chahara= 12759340
Crop Field Agriculture Land (A Quality), Bari Aawal= 12149880
Crop Field Agriculture Land (B Quality), Bari Doyam= 11540420
Crop Field Agriculture Land (C Quality), Bari Sim= 10930960
Crop Field Agriculture Land (D Quality), Bari Chahara= 10321500";;;;;;No;;;;;;;;;;;;;;;;;;Yes;;;;;Government has promised to provide employment to the 52 affected people of Gorkha and Dhading but no employment is provided till date. However the people of unaffected people got the employment. Total 42 people have got the job.;#Government / state institutions (government, ministries, departments, agencies etc.);Budhigandaki Hydropower Project;Government of Nepal on May 23 2017 has signed a memorandum of understanding (MoU) with China for construction of 1200-megawatt Budhigandaki Hydropower Project but still it is on process;41528;Government of Nepal;Nepal;Government;http://nepal.gov.np/;;;Sahid Lakhan Rural Municipality, Gorkha#Gandaki Rural Municipality, Gorkha#Bhimsen Thapa Rural Municipality, Gorkha#Arughat Rural Municipality, Gorkha#Jwalamukhi Rural Municipality, Dhading#Siddhalek Rural Municipality, Dhading#TripuraSundari Rural Municipality, Dhading#;Tamang#Darai#Kumal#Majhi#Gurung#;;;Indigenous Peoples are recognized by government but not implemented;Other;Government of Nepal has consulted and take consent with the affected communities. However,it is not implemented on what consent they had done with the communities;Mixed reaction;;Yes;There are land fraud issues;Yes;27000;5000;0;;5000;27000;;Environmental degradation|Socio-economic|Cultural loss|Eviction|Displacement|Violence;;Government of Nepal (GON) has promised to provide additional compensation than other affected areas to the main market land  areas of Gorkha and Dhading district namely Arughat, Aarkhet and Khahare Bazar for the resettlement. Furthermore, GON has also promised to provide additional 0.0508 Hectare (1 Ropani) of land with 1 Million Nepalese Rupees for building house, 10% extra compensation to the land owner who have less than 0.508 Hectare (10 Ropani) of Land and 15% extra compensation to the land owner who have less than 0.762 Hectare (15 Ropani) of Land;Not yet implemented;Health|Education|Financial support|Community shares in the investment project;Community can get 50% share bonus from their total investment. Limitation for the investment is Five Hundred Thousand;;;Farmer Organizations and NGOs/INGOs have not taken any actions. However, Buddhi Gandaki Jal Bidhyut Aayojana Rastriya Sarokar Samiti are taking lead for advocacy and campaign for the right of affected people. Representatives from the affected Rural Municipalities of Dhading and Gorkha are the member of this committee;Private (smallholders);;Smallholder agriculture|Forestry;;Cropland|Forest land;;#current###30.0#Bamboo, Corn (Maize), Fruit (unspecified), Grains (unspecified), Mango, Potatoes, Wheat, Food crops (unspecified);;#current#2442.0###Beef Cattle, Cattle, Fish, Goats, Poultry, Other livestock (please specify);;;;;;;;;;Yes;50.0;;;;;;;People of this affected area export 50 % of their production within the country;No;;;;;;Surface water|River|Lake;;;;;;;;;;No;;
7409;Yes;domestic;33245.00;Indonesia;33245.00;0.0;Concluded (Contract signed);In operation (production);2021-10-03T10:48:16.954539+00:00;PT Waenibe Wood Industries#41624#;;2009-04-03#current#33245.0;;;2009-04-03#current##Forest logging / management;"Usaha Industri Primer Hasil Hutan Kayu dengan jenis industri kayu lapis kapasitas 54.000 m3 dan jenis industri penggergajian kayu kapasitas izin 42.000; Terdapat izin perubahan komposisi jenis produksi IUIPHHK yang dikeluarkan oleh Dirjen Bina Produksi Kehutanan No.S.79/VI/BPPHH-2/2009, tanggal 26 Februari 2009, menjadi Kayu lapis 18.000 m3, Veneer 36.000 m3 dan Kayu Gergajian 42.000 m3 per tahun.";Concession;;2005-09-27#current#Concluded (Contract signed);"SK HTI No. 4061/Menhut-VI/BPPHH/2005 pembaharuan ijin per 5 th
SK HTI no. 155/Menhut- II/2009
SIUP no. 005/25-06/PB/VI/2012";2005##In operation (production)|2019#current#In operation (production);;;;;;No information found;;;;;;;;;;;;Yes;;;;#current##511#;The company is in arrears on the salaries of employees from November and December 2018 and January 2019. PT WWI since 2017 has always been in arrears on employee salaries. Even in 2018 this salary was paid in installments. Finally the salary of employees in October 2018, was only received in December 2018. While salaries in November, December 2018 and January 2019 have not been paid until they want to enter February.;;;;;;;;;;;;;;;;41624;PT Waenibe Wood Industries;Indonesia;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Forestry;;;;2005#current####Trees (unspecified);production of only 3000 cubic meters per year.;;;;;;;;;Yes;;;;;;;;;;Plans to market its products to America and India;Yes;Plywood factory;;;;;;;;;;;;;;;No;;
7410;Yes;domestic;148450.00;Indonesia;148450.00;30218.00;Concluded (Contract signed);In operation (production);;PT Gema Hutani Lestari#41625#;305000.00;1978-01-25##305000.0|1998-05-25##175390.0|1999-10-14#current#148450.0;2017-01-27#current#30218.0;http://www.ptghl.com/index.php/unit-menajemen/realisasi-produksi;1978-01-25#current#305000.0#Forest logging / management;http://www.ptghl.com/index.php/mengenai-kami/visi-misi-dan-kebijakan;Exploitation permit / license / concession (for mineral resources);;1978-01-25#current#Concluded (Contract signed);"IUPHHK-HA PT Gema Hutani Lestari, dahulu bernama PT Gema Sanubari berdasarkan SK Menteri Pertanian No.48/Kpts/Um/I/1978 tanggal 25 Januari 1978, seluas 305.000 ha.� Sebelum habis jangka waktu pengelolaan IUPHHK-HA ini pada tanggal 25 Januari 1998, Gubernur KDH Tingkat I Provinsi Maluku telah mengeluarkan Rekomendasi Perpanjangan Ijin IUPHHK-HA ini dengan Surat No.522.111/REK/82/91 tanggal 30 Oktober 1991.





Setelah habisnya masa IUPHHK-HA ini pada tanggal 25 Mei 1998, areal ini dicadangkan kembali oleh Departemen Kehutanan dan Perkebunan kepada PT Gema Sanubari (yang berpatungan dengan BUMN PT Inhutani I), dengan SK No.67/Menhutbun-IV/1998 seluas 175.390 ha (tidak termasuk kawasan lindung seluas 43.448 ha.





Pada tanggal 20 Mei 1998 Menteri Kehutanan dan Perkebunan mengeluarkan Surat No.671/Menhutbun-IV/1998 tanggal 20 Mei 1998 tentang persetujuan prinsip (pencadangan) IUPHHK-HA ini kepada PT Inhutani I.� Selanjutnya, PT Inhutani I bersama PT Gema Sanubari, BUMD Panca Karya dan Koperasi mendirikan perusahaan patungan PT Gema Hutani Lestari.





Pada tanggal 14 Oktober 1999, perusahaan patungan PT Gema Hutani Lestari mendapat ijin UPHHKA-HA tetap berdasarkan SK Menteri Kehutanan dan Perkebunan No.951/Kpts-II/1999 seluas 148.450 ha selama jangka waktu 55 (lima puluh lima) tahun di Kelompok Hutan P. Buru, Provinsi Dati I Maluku.";1978-01-25#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mandatory Kementerian Kehutanan RI#Government / state institutions (government, ministries, departments, agencies etc.);Forest Stewardship Council (FSC);;41625;PT Gema Hutani Lestari;Indonesia;Private company;http://www.ptghl.com/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Forestry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7411;Yes;domestic;49640.00;Cameroon;49640.00;0.0;Concluded (Contract signed);In operation (production);;Société International Négoce Cameroon Sarl (INC)#41629#;;2000-10-06#current#49640.0;;FMU number 08.009 classified as such in 2005-01-26. Concession awarded before forest management unit classified.;2000-10-06#current#49640.0#Forest logging / management;;Concession;It has as concession number 1031;2000-10-06#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;3550;CFA Franc BEAC;per ha;;From official source (government source);No;;;;;;;;;;;;;;;;;;;;;;;;;;It is not clear if domestic investor or international investor;41629;Société International Négoce Cameroon Sarl (INC);Cameroon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Forestry;;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7412;Yes;domestic;40368.00;Cameroon;40368.00;0.0;Concluded (Contract signed);In operation (production);;SOCIETE BOIS DU CAMEROUN (SOBOCA)#41630#;;2001-01-11#current#40368.0;;FMU number 09-015 classified as such in 2004-12-04 but attributed for exploitation in  2001-01-11;2001-01-11#current#40368.0#Forest logging / management;;Concession;It has as concession number 1035;2001-01-11#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;1500;CFA Franc BEAC;per ha;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;41630;SOCIETE BOIS DU CAMEROUN (SOBOCA);Cameroon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Forestry;;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7417;Yes;domestic;0.00;Cambodia;350.00;0.0;None;None;2021-02-02T08:02:28.987028+00:00;Pour Khouch Aphivath Group Co. Ltd.#41653#;;#current#350.0;;The 350 ha of land was reclassifies as a state private land.;#current##Non-food agricultural commodities;For agro-industry, rubber plantation, and animals raising;Concession;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41653;Pour Khouch Aphivath Group Co. Ltd.;Cambodia;;;https://opencorporates.com/companies/kh/00007379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Conservation;Beng Per Wildlife Sanctuary;;;#current####Rubber tree;;;Animal raising was identified to be one of the intention of investment but no specifics was mentioned;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7418;Yes;domestic;0.00;Cambodia;0.0;0.0;None;None;2021-02-02T08:09:11.712107+00:00;Heam Kok Ham Co. Ltd.#41654#;238.50;;;;#current##Agriculture unspecified;for agro-industry investment;Concession;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41654;Heam Kok Ham Co. Ltd.;Cambodia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7419;Yes;domestic;9020.00;Cambodia;9020.00;0.0;Concluded (Contract signed);None;2021-02-02T08:18:10.294735+00:00;Nature Plantation (K.H) Co. Ltd.#41655#;;2012-01-18#current#9020.0;;The 9020 hectares of land was reclassified as a state private land by the Minister of Environment;2012-01-18#current##Agriculture unspecified;Rubber and Other crops;Concession;;2012-01-18#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41655;Nature Plantation (K.H) Co. Ltd.;Cambodia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Conservation;Kulen Promtep Wildlife Sanctuary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7420;Yes;domestic;917.00;Cambodia;917.00;0.0;Concluded (Contract signed);None;2021-02-02T08:58:19.241465+00:00;Heng Mean Investment#41656#;;2007-01-23#current#917.0;;;2007-01-23#current##Livestock, Agriculture unspecified;;Concession;;2007-01-23#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Company Number: 00001747
Incorporation Date: 18 January 2006
Company Type: Private Limited Company";41656;Heng Mean Investment;Cambodia;Private company;;https://opencorporates.com/companies/kh/00001747;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7422;Yes;domestic;4000.00;Cambodia;4000.00;0.0;Failed (Contract cancelled);Project abandoned;2021-02-02T09:26:35.150132+00:00;Heng Heang Siv Chanthou Transport Co. Ltd.#41658#;;#current#4000.0;;According to letter No. 1755, dated on 26 December 2014, 4000 hectares (total granted land area) were cancelled;#current##Non-food agricultural commodities;The intention of the company is to use the land for rubber plantation;Concession;;##Concluded (Contract signed)|#current#Failed (Contract cancelled);;#current#Project abandoned;;;;;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;#Government / state institutions (government, ministries, departments, agencies etc.);;"Company Number: 00012159
Incorporation Date: 31 July 2006
Company Type: Private Limited Company";41658;Heng Heang Siv Chanthou Transport Co. Ltd.;Cambodia;Private company;;https://opencorporates.com/companies/kh/00012159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;;;;;#current####Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7423;Yes;domestic;7750.00;Cambodia;7750.00;0.0;Concluded (Contract signed);None;2021-02-02T09:52:22.947345+00:00;Tomring Rubber (Cambodia) Co. Ltd.#41659#;;2011-06-14#current#7750.0;;The land area is reclassified as a state private land;#current##Agriculture unspecified;For agro-industry investment;Concession;;2011-06-14#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Company Number: 00028041
Incorporation Date: 8 April 2011
Company Type: Private Limited Company";41659;Tomring Rubber (Cambodia) Co. Ltd.;Cambodia;Private company;;https://opencorporates.com/companies/kh/00028041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Conservation;Kulen Promtep Wildlife Sanctuary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7425;Yes;domestic;82571.00;Cameroon;82571.00;0.0;Concluded (Contract signed);In operation (production);2021-12-08T09:57:05.059509+00:00;Société Industrielle de Mbang(SIM)#41661#;;2012-04-27#current#82571.0;;FMU number 10.020 classified in 2005-01-26 and attributed in 2012-04-27;2012-04-27#current#82571.0#Forest logging / management;;Concession;Concession number 1038. FMU number 10.020;2012-04-27#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;1835;CFA Franc BEAC;per ha;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;41661;Société Industrielle de Mbang(SIM);Cameroon;Private company;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Forestry;;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;The company ha another deal in the country #9130;No;;
7428;Yes;domestic;147463.00;Cameroon;147463.00;0.0;Concluded (Contract signed);In operation (production);2021-12-08T09:56:30.252854+00:00;CSTC#44124#;;2000-10-23#current#147463.0;;FMU number 10.038 attributed to CAMBOIS in 2000-10-23 but classified in 2010-03-31;2000-10-23#current#147463.0#Forest logging / management;;Concession;;2000-10-23#current#Concluded (Contract signed);FMU number 10.038 attributed to CAMBOIS in 2000-10-23 but classified in 2010-03-31;#current#In operation (production);;4100;CFA Franc BEAC;per ha;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;41664;CAMEROUNAISE DES BOIS(CAMBOIS);Cameroon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Forestry;;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7429;Yes;domestic;54447.00;Cameroon;54447.00;0.0;Concluded (Contract signed);In operation (production);2021-12-08T09:56:10.663161+00:00;FIPCAM#41665#;;2007-10-09#current#54447.0;;FMU number 10.045 attributed to FIPCAM in 2007-10-09 and classified as an FMU in 2017-01-17;2007-10-09#current#54447.0#Forest logging / management;;Concession;concession number 1045;2007-10-09#current#Concluded (Contract signed);FMU number 10.045 attributed to FIPCAM in 2007-10-09 and classified as an FMU in 2017-01-17;#current#In operation (production);;3500;CFA Franc BEAC;per ha;;;;;;;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;41665;FIPCAM;Cameroon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Forestry;;Forest land;;#current####Trees (unspecified);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7436;Yes;domestic;988.00;Cambodia;988.00;0.0;Concluded (Contract signed);None;2021-02-02T10:03:24.545853+00:00;Sean Heng Investment#41673#;;#current#988.0;;;#current##Agriculture unspecified;;Concession;;#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Company Number: 00025310
Incorporation Date: 12 August 2008
Company Type: Private Limited Company";41673;Sean Heng Investment;Cambodia;Private company;;https://opencorporates.com/companies/kh/00025310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Conservation;Ream National Park;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7440;Yes;domestic;10000.00;Cambodia;10000.00;0.0;Concluded (Contract signed);None;2021-02-02T10:33:03.288531+00:00;Cambodia Eversky Agricultural Development And Investment Co. Ltd.#41677#;;1998-12-03#current#10000.0;;;1998-12-03#current##Agriculture unspecified, Industry;Processing plant;Concession;;1998-12-03#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41677;Cambodia Eversky Agricultural Development And Investment Co. Ltd.;Cambodia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7441;Yes;domestic;1064.00;Cambodia;1064.00;0.0;Concluded (Contract signed);None;2021-02-02T10:38:03.896371+00:00;Chamroeun Rung Roeung Peanich Co. Ltd.#41678#;;#current#1064.0;;;#current##Food crops;For rice cultivation investment;Concession;;#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Company Number: 00015989
Incorporation Date: 21 May 2007
Company Type: Private Limited Company";41678;Chamroeun Rung Roeung Peanich Co. Ltd.;Cambodia;Private company;;https://opencorporates.com/companies/kh/00015989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Conservation;Veal Krom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7442;Yes;domestic;1091.00;Cambodia;1091.00;0.0;Concluded (Contract signed);None;;Ching Kor Import Export Co. Ltd.#41679#;;#current#1091.0;;;#current##Food crops;rice;Concession;;#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41679;Ching Kor Import Export Co. Ltd.;Cambodia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;Conservation;Veal Krom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7443;Yes;domestic;18380.00;Burkina Faso;18380.00;0.0;Concluded (Contract signed);In operation (production);;KIAKA Gold#41683#;;2015#current#18380.0;;The project’s exploration permit covers 183.80km².;#current##Mining;Open-pit mining;Exploitation permit / license / concession (for mineral resources);Mining permit received in Q4, 2015;#current#Concluded (Contract signed);Mining permit received in Q4, 2015;#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KIAGA GOLD PROJECT;Previously owned by Volta resources. B2Gold acquired Volta Resources Inc in December 2013.;41683;KIAKA Gold;Burkina Faso;Private company;;;It was previously owned  and operated by  Volta Resources.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7446;Yes;domestic;5124.00;Cambodia;5124.00;0.0;Concluded (Contract signed);None;2021-02-02T13:57:51.037030+00:00;Chea Chanrith Aphivath#41686#;;2007-11-12#current#5124.0;;;2007-11-12#current##Non-food agricultural commodities;Rubber.;Concession;Chea Chanrith Aphivath was granted a 659-hectare ELC to plant rubber in Bakeo and O’Yadav districts.;2007-11-12#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Company Number: 00020253
Incorporation Date: 22 May 2007";41686;Chea Chanrith Aphivath;Cambodia;Private company;;https://opencorporates.com/companies/kh/00020253;;Jarai community#;;115 families from Lumchor commune in O’Yadav district were affected;;;;;Rejection;Local communities filed suit against Chea Chanrith Aphivath Co Ltd for land grabbing.;Yes;Economic land concession (ELC) overlaps with their community forest.;;;;;;;;;Environmental degradation|Cultural loss;Livelihood and land loss;;;;;;;;State|Private (smallholders)|Community;;Smallholder agriculture|Forestry;;Forest land;;#current####Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7451;Yes;domestic;8977.00;Cambodia;8977.00;0.0;Concluded (Contract signed);None;2021-02-02T14:21:10.034164+00:00;New Line Cam Pty Co. Ltd.#41691#;;2011-03-29#current#8977.0;;;2011-03-29#current##Non-food agricultural commodities;Rubber.;Concession;;2011-03-29#current#Concluded (Contract signed);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Company Number: 00008828
Incorporation Date: 15 August 2011";41691;New Line Cam Pty Co. Ltd.;Cambodia;Private company;;https://opencorporates.com/companies/kh/00008828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
7452;Yes;domestic;6450.00;Cambodia;6450.00;0.0;Concluded (Contract signed);In operation (production);2021-02-02T14:34:37.361458+00:00;E-Investment Co. Ltd.#41692#;;2011-09-14#current#6450.0;;;2011-09-14#current##Non-food agricultural commodities;Rubber plantation;Concession;;2011-09-14#current#Concluded (Contract signed);;2010#current#In operation (production);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Company Number: 00027221
Incorporation Date: 30 June 2008";41692;E-Investment Co. Ltd.;Cambodia;Private company;;https://opencorporates.com/companies/kh/00027221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;State;;;;;;#current####Rubber tree;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;;
