Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
1909;Coordinates;Bukoba, Tanzania;-1.22758,31.27515;;;50km from Bukoba, on the way to Uganda
1917;Administrative region;Bagamoyo, Tanzania;-6.44578,38.8996;;;Bagamoyo
1962;Administrative region;Kijunjubwa Road, Masindi, Uganda;1.68125,31.71055;;;
1967;Coordinates;Kakira, Uganda;0.54058,33.27687;Kakira Sugarcane Plantation;;shapefile  has been derived from satellite imagery on google earth
1983;Administrative region;Eston, South Africa;-31.95494,28.17809;;;
1983;Administrative region;Sezela, South Africa;-30.4021,30.68021;;;
1983;Administrative region;Umzimkulu, South Africa;-30.26422,29.91912;;;
1992;Administrative region;Lubanda, Democratic Republic of the Congo;-7.26667,24.26667;;;90 km east of Lubumbashi and 80 km south of Kundelungu National Park.5000ha
1992;Administrative region;Katofio, Democratic Republic of the Congo;-9.77624,28.1716;;;5000ha
2033;Coordinates;Mpongwe, Zambia;-13.5831,28.05612;;;Mpongwe Farm is situated in the Copperbelt Province of Zambia, approximately 120 km south-west of Ndola. The farm is composed of three farms: Nampamba, Kampemba and Chambata.
2047;Administrative region;Choma, Zambia;-16.61015,27.07941;;;"
"
2062;Administrative region;Masvingo, Zimbabwe;-20.07919,30.83841;;;Masvingo Province
2064;Administrative region;Rio Jamari, Rondônia, Brazil;-9.24376,-62.9563;;;
2065;Administrative region;Rio Jamari, Rondônia, Brazil;-9.22884,-62.96728;;;Rondonia, Itapuã Do Oeste
2066;Administrative region;Rio Jamari, Rondônia, Brazil;-9.24918,-62.95355;;;Rondonia, Cujubim e Itapuã Do Oeste
2067;Administrative region;Oriximiná, Pará, Brazil;-1.78379,-56.65483;;;Pará, Oriximiná
2068;Administrative region;Oriximiná - Pará, Brasil;-1.76075,-55.86284;;;Pará, Oriximiná
2069;Administrative region;Portel, Portel - PA, Brazil;-1.93675,-50.81986;;;Pará, Portel
2088;Administrative region;Tucumã, Tucumã - PA, Brazil;-6.74727,-51.16306;;;Pará, Tucumã
2103;Administrative region;Corumbá, Corumbá - MS, Brazil;-19.00817,-57.65155;;;Mato Grosso do Sul, corumba
2104;Administrative region;Bom Sucesso, Bom Sucesso - MG, Brazil;-21.03506,-44.75932;;;Minas Gerais, bom sucesso
2136;Administrative region;Congonhas, Congonhas - MG, Brazil;-20.49935,-43.86136;;;Minas Gerais, Congonhas
2172;Administrative region;Rondonópolis, Rondonópolis - MT, Brazil;-16.46548,-54.63872;;;mato grosso
2174;Administrative region;Querência, Querência - MT, Brazil;-12.59435,-52.20775;;;mato grosso, querencia
2175;Administrative region;Querência - Mato Grosso, Brasil;-12.57,-52.21323;;;mato grosso, querencia
2176;Administrative region;Mato Grosso, Brasil;-12.68187,-56.9211;;;mato grosso, Vó gercy
2178;Administrative region;Santarém - Pará, Brasil;-2.43944,-54.69874;;;Pará, Santarém
2179;Administrative region;Pará, Brasil;-6.2071,-52.7028;;;Pará, Carajas
2181;Administrative region;Belém - Pará, Brasil;-1.45502,-48.50237;;;Pará, Belém
2183;Administrative region;State of Espírito Santo, Brazil;-19.18342,-40.30886;;;Bahía
2184;Administrative region;Marialva - Paraná, Brazil;-23.49459,-51.81231;;;"Paraná
"
2290;Approximate location;Britannia, Mauritius;-20.45038,57.56177;;;Mainly south and central parts of the country. Location still unknown.
2290;Approximate location;Benares, Mauritius;-20.48445,57.58938;;;
2290;Approximate location;Mon Desert, Mauritius;-20.45232,57.67541;;;
2290;Approximate location;Plaines Wilhems District, Mauritius;-20.30549,57.48536;;;Highlands
2377;Administrative region;Zambezia Province, Mozambique;-16.5639,36.60939;;;Zambézia
2399;Administrative region;Rufiji River, Tanzania;-8.10215,38.37562;;;
3005;Administrative region;Port Loko, Sierra Leone;8.76667,-12.7875;;;Bureh Masseh (BKM) chiefdom, Northern Port Loko
3005;Administrative region;Port Loko, Sierra Leone;8.76869,-12.78535;;;Kashe chiefdom
3005;Administrative region;Port Loko, Sierra Leone;8.76869,-12.78535;;;Macintosh chiefdom
3084;Administrative region;Cuito Cuanavale, Angola;-15.16667,19.16667;;;
3102;Administrative region;Okitipupa, Nigeria;6.50248,4.77951;;;Several estates around Okitipupa
3106;Coordinates;Puerto López, Meta, Colombia;3.8906,-72.8963;Hacienda Cantaclaro;;According to media reports and official documents (Source 11), the facility name is the Hacienda Cantaclaro, which was acquired in 2003 by the Grupo GPC, which is the parental company of Suministros de Productos Colombianos SA, the operating company of the project. The upload shapefile includes two polygons, which have the presence of cassava fields. Neverhtless, according to cadastre data from the Instituto Geográfico Agustín Codazzi, only the northern polygon is, with certainty, property of the company. The Cadastral number of this land holding is  505730002000000010035000000000.
3109;Coordinates;Mapiripán, Meta, Colombia;3.0067,-72.1813;;;"This deal location is compounded by 7 neighboring plots in the municipality of Mapiripán, Meta. According to the company and georreferenced data for the RSPO certification, they let 3 areas to be certified for this. They are the farms known as ""Macondo"", ""Barandales"" and ""Las Toninas"". Additional to it, the plots known as ""Yamú"" and ""Bogante"" are defined by the company as ""Strategic Alliances"", which mean that independents accept to give their lands for their plantations with renting contracts. Nevertheless, both of the last ones belonged to independent companies represented by the same representative of Poligrow Colombia. According to the company, they also own the farm known as ""Majadero"" and ""Cristalina"", the first one being impossible to locate with cadastre data. Finally, in a certification of Naturacert, it is stated that one of their properties is known as Santa Marta. The information was corroborated with georreferenced cadastre data of the Instituto Geográfico Agustín Codazzi and satellite imagery. According to some media reports, the company tried to purchase the holding known as ""Hacienda Santa Ana"" which has 70000 hectares, but it generated a legal problem in which the company is currently involved.

For more detail on location see:

Source 5
Source 6
Source 7
Source 16
Source 17: https://www.rspo.org/acop/2016/poligrow-colombia-ltda/po-23g_rac_certificado_grupo_v2_%20Poligrow.pdf"
3110;Coordinates;Puerto Gaitán, Puerto Gaitán, Meta, Colombia;4.33409,-71.73068;El Brasil;;"The coordinates refer specifically to one of the several plots held by Agropecuaria Aliar S.A. They are distributed between Puerto Gaitán and Puerto López, Meta. The polygons shown here were obtained by contrasting media reports, company resources, official documents by the environmental agencies of the government and cadastral data by the Instituto Geográfico Agustín Codazzi. The only remaining plot in this polygon is the one known as ""Gramanfey"", which was impossible to find. The polygons in this deal are certainly under management of the company, although the managers have found different forms to not be legally attached to them, which might represent a felony.

The company is implementing a sort of sharecropping system with close peasants. Nevertheless, some media reports argue that those peasants are actually members of the company. Agropecuaria Aliar might be holding more land than the one here shown.

See sources 20-24, 26"
3124;Administrative region;Mazabuka, Zambia;-15.96266,28.01861;;;
3156;Exact location;Kachung, Uganda;2.02318,32.96118;;Lanog Forest Reserve;Kachung Central Forest Reserves, Dokolo District, Northern Region
3160;Administrative region;Chubut, Argentina;-43.68462,-69.27455;;;
3174;Coordinates;Popondetta, Papua New Guinea;-8.7613,147.7;Higaturu Oil Palms, Mamba Estate;oil palm plantation;coordinates extracted from RSPO NOTIFICATION OF PROPOSED NEW PLANTING of Higaturu Oil Palms
3174;Coordinates;Popondetta, Papua New Guinea;-8.75,148.15;Higaturu Oil Palms, Sumbiripa Estate;oil palm plantation;coordinates extracted from RSPO NOTIFICATION OF PROPOSED NEW PLANTING of Higaturu Oil Palms
3174;Coordinates;Popondetta, Papua New Guinea;-8.74339,148.1987;Higaturu Oil Palms, Sangara Estate;oil palm plantation;coordinates extracted from RSPO NOTIFICATION OF PROPOSED NEW PLANTING of Higaturu Oil Palms
3174;Coordinates;Popondetta, Papua New Guinea;-8.7,148.25;Higaturu Oil Palms, Ambogo Estate;oil palm plantation;coordinates extracted from RSPO NOTIFICATION OF PROPOSED NEW PLANTING of Higaturu Oil Palms
3174;Coordinates;Popondetta, Papua New Guinea;-8.85,148.43;Higaturu Oil Palms, Embi Estate;oil palm plantation;coordinates extracted from RSPO NOTIFICATION OF PROPOSED NEW PLANTING of Higaturu Oil Palms
3174;Coordinates;Popondetta, Papua New Guinea;-8.83417,148.26301;Higaturu Oil Palms, Mitsero Estate;oil palm plantation;coordinates extracted from RSPO NOTIFICATION OF PROPOSED NEW PLANTING of Higaturu Oil Palms
3177;Coordinates;New Ireland, Papua New Guinea;-2.87429,151.27572;Poliamba Limited;oil palm plantation;coordinates from RSPO Certification Assessment Report
3178;Administrative region;Morobe Province, Papua-Neuguinea;-6.80137,146.56165;;;Located at Gusap in the Ramu Valley, approximately 190 km from Lae (2 hrs 30mins steady driving) on the Lae – Madang highway. The Company sits astride the Morobe – Madang provincial boundary.
3178;Administrative region;Madang, Papua-Neuguinea;-5.23367,145.7889;;;
3186;Administrative region;Pahang, Malaysia;3.81263,103.32562;;;
3186;Administrative region;Negeri Sembilan, Malaysia;2.72581,101.94238;;;
3186;Administrative region;Johor, Malaysia;1.48537,103.76182;;;
3191;Administrative region;Kedah, Malaysia;5.88322,100.52961;;;Anak Kulim, Bukit Hijau, Bukit Selarong, Jentayu, Padang Buluh, Somme, Sungai Dingin
3191;Administrative region;Perak, Malaysia;4.80729,100.80001;;;Bagan Datoh, Bagan Serai, Bikam, Chersonese, Cluny, Elphil, Flemington, Holyrood, Kalumpong, Kamuning, Kinta Kellas, Sabrang, Selaba, Seri Intan, Sogomana, Sungei Samak, Sungei Wangi, Tali Ayer
3191;Administrative region;Pahang, Malaysia;3.97434,102.43806;;;Bukit Puteri, Chenor, Jabor, Kerdau, Mentakab, Sungai Mai
3191;Administrative region;Selangor, Malaysia;3.50925,101.52481;;;Banting, Bukit Cheraka, Bukit Kerayong, Bukit Lagong, Bukit Rajah, Bukit Rotan, Bukit Talang, Dusun Durian, East Carey Island, Elmina, Sabak Bernam, Sepang, Sungai Buloh, Tennamaram, West Carey Island
3191;Administrative region;Negeri Sembilan, Malaysia;2.87075,102.25479;;;Ampar Tenang, Bradwall, Bukit Pelandok, Bukit Pilah, Kok Foh, Labu, Muar River, New Labu, P.D. Lukut, Pertang, Rantau, Salak, Sengkang, Siliau, Sungai Gemas, Sungai Sabaling, St Helier, Sua Betong, Sungai Baru, Sungai Senarut, Tampin Linggi, Tanah Merah
3191;Administrative region;Malacca, Melaka, Malaysia;2.20568,102.25616;;;Bukit Asahan, Diamond Jubilee, Kempas, Kemuning, Pagoh, Serkam
3191;Administrative region;Johor, Malaysia;1.9344,103.35873;;;Batu Anam, Bukit Badak, Bukit Benut, Bukit Paloh, Cenas, CEP Nyior, CEP Renggam, Cha’ah, Gunung Mas, Hadapan, Kempas Klebang, Kulai, Lambak, Lanadron, Layang, New Pagoh, Nordanal, North Labis, Pekan, Pengkalan Bukit, Sembrong, Seri Pulai, Sungai Simpang Kiri, Tangkah, Tun Dr. Ismail, Ulu Remis, Welch, Yong Peng
3228;Administrative region;Perak, Malaysia;4.59211,101.09011;;;
3245;Administrative region;Magdalena, Colombia;10.4113,-74.40566;;;
3303;Administrative region;Puno, Perú;-15.84333,-70.02361;;;Lot 156 is located between the provinces of Puno, El Collao and Chucuito Puno Region, Southern Highlands area of Peru.
3320;Administrative region;Tonj, South Sudan;7.27333,28.68389;;;Tonj East
3321;Administrative region;Gogrial, South Sudan;8.53,28.1;;;Gogrial East
3322;Administrative region;Gogrial, South Sudan;8.53,28.1;;;Gogrial West
3330;Administrative region;Mulapeta, Andhra Pradesh 532195, Indien;18.48554,84.16396;;;
3331;Administrative region;Dronagiri, Uttarakhand 246443, India;30.58512,79.85768;;;
3331;Administrative region;Kalamboli, Panvel, Navi Mumbai, Maharashtra, India;19.03183,73.10545;;;
3331;Administrative region;Ulwe, Navi Mumbai, Maharashtra, India;18.97509,73.05233;;;
3336;Administrative region;Tsinjoarivo, Madagascar;-19.63668,47.68064;;;situated in the district of Tsinjoarivo, in the north-west part of Bongolava
3340;Administrative region;Atsinanana, Madagascar;-18.81315,48.88;;;
3356;Administrative region;Mumias, Kenya;0.33333,34.48333;;;Mumias, Butere, Kakamega, Bungoma, Siaya, Busia and Teso districts
3356;Administrative region;Butere, Kenya;0.21667,34.5;;;
3356;Administrative region;Kakamega, Kenya;0.28273,34.75186;;;
3356;Administrative region;Bungoma, Kenya;0.56937,34.56114;;;
3356;Administrative region;Siaya, Kenya;0.06263,34.28781;;;
3356;Administrative region;Busia, Kenya;0.46077,34.11146;;;
3356;Administrative region;Teso, Kenya;3.46056,39.06;;;
3364;Approximate location;Tay Ninh, Tây Ninh, Vietnam;11.36754,106.11928;;;
3364;Administrative region;Lào Cai, Vietnam;22.27594,104.19309;;;
3383;Approximate location;Ipilan, Brooke's Point, Palawan, Philippines;8.84578,117.88389;;;
3391;Coordinates;Hodzoga, Ghana;6.65189,0.56742;;;Hodzo in the Volta Region. Hodzo is a small village outside Ho (i.e. the regional capital).
3416;Exact location;Kampong Cham, Cambodia;12.832,105.9252;;;"Kampongcham commune, Sambo District, Kratie Province
Coordinates from deleted LO deal duplicate:
12.820857527861834
105.85187404453403"
3418;Exact location;Keo Sey Ma, Mondol Kiri, Cambodia;12.78794,107.10119;;;Keo Sey Ma District, Mundul kiri Province
3448;Administrative region;River Cess, Liberia;5.90253,-9.45615;;;Morweh district
3452;Administrative region;Grand Gedeh, Liberia;5.92221,-8.2213;;;Grand Gedeh- 78,055 ha
3452;Administrative region;Sinoe, Liberia;5.49871,-8.66006;;;Sinoe- 53,411ha
3466;Administrative region;Midsalip, Zamboanga del Sur, Philippines;8.02462,123.23632;;;
3483;Administrative region;Ambriz, Angola;-7.86308,13.11926;;;North of Ambriz
3487;Coordinates;Kraya commune, Santuk district, Kampong Thom province;12.62709,105.33685;;;
3488;Coordinates;Ou Treh, Kampenh commune, Stueng Hav district, Preah Sihanouk province;10.76015,103.59327;;;
3489;Approximate location;Sangkum Thmei district, Preah Vihear province;13.55621,104.77823;;;"Sangkum Thmei.
Coordinates from deleted LO deal duplicate:
13.572731354318899
104.75510597228578

Uploaded cartodb_id number 101."
3491;Coordinates;Kraya commune, Santuk district, Kampong Thom province;12.67066,105.3373;;;Uploaded cartodb_id number 122.
3495;Coordinates;Sa Kream, Popok commune, Prasat Balangk, Stoung district, Kampong Thom province;13.21349,104.70273;;;
3501;Country;Republik Indonesien;-0.78927,113.92133;;;
3509;Coordinates;Merauke, Republik Indonesien;-7.88217,140.06198;;;Zenegi Village in Merauke
3512;Approximate location;Kurik, Merauke Regency, Papua, Indonesia;-8.17467,140.30691;;;
3512;Approximate location;Malind, Merauke Regency, Papua, Indonesia;-8.14573,140.05984;;;
3530;Coordinates;Ta Siem commune, Svay Leu district, Siem Reap province;13.69237,104.38894;;;
3551;Administrative region;Limbang, Sarawak, Malaysia;4.34665,115.18363;Medamit Forest Plantation;;land bordering the Gunung Mulu National Park
3573;Exact location;Abu Hamad, Sudan;19.65036,33.32751;;;North of Adbara, River Nile State, Sudan. Plantation not visible here but visible on google maps.
3623;Administrative region;Central Province, Papua-Neuguinea;-9.13602,147.46273;;;
3636;Administrative region;Cape Town, South Africa;-33.92487,18.42406;;;Farmsecure is headquartered in Cape Town (South Africa) and its operations are well spread across South Africa.
3637;Administrative region;KwaZulu-Natal, South Africa;-28.53055,30.89582;;;The company owns farms across the country
3637;Administrative region;Western Cape, South Africa;-33.22779,21.85686;;;
3637;Administrative region;Northern Cape, South Africa;-29.04668,21.85686;;;
3637;Administrative region;Eastern Cape, South Africa;-32.29684,26.41939;;;
3637;Administrative region;Gauteng, South Africa;-26.27076,28.11227;;;
3658;Administrative region;Yule Island, Kairuku, Papua New Guinea;-8.8187,146.53362;;;portion 409C, Volume 32, Folio 171, Milinch Epo and Kairuku, Yule Island, Central Province
3674;Administrative region;Kalimantan Timur, Indonesien;1.64063,116.41939;;;
3675;Administrative region;Banyuasin, Indonesien;-1.68786,104.07499;;;Banyuasin, South Sumatra.
3677;Administrative region;Pontianak, Indonesien;-0.02252,109.33031;;;Pontianak, West Kalimantan
3710;Administrative region;Vanimo, Papua New Guinea;-2.68968,141.29985;;;
3712;Coordinates;Sumatera Utara, Indonesien;2.25199,100.27861;;;Location information based on the RSPO report and GFW data set.
3736;Country;Gabon;-0.80369,11.60944;;;No location information
3738;Exact location;Bankana, Democratic Republic of the Congo;-4.4489,16.20221;;;"Ibi village, located on the Batéké Plateau approximately 150 kilometers from the capital Kinshasa
Ibi Village se trouve à 140 km du centre de Kinshasa, dans la commune de Maluku, entre les rivières Lufimi (Est) et Duale (Ouest), et se déploie sur les 220 km² du plateau des Bateke. On y accède par la Route Nationale 1."
3752;Administrative region;Palaung Taung, Myanmar;19.7,94.55;;;
3760;Administrative region;El Castillo, Nicaragua;11.01818,-84.39757;;;
3776;Administrative region;Western Region, Uganda;1.44194,31.20278;;;six tea estates which are spread across Western Uganda
3788;Administrative region;Boni, Burkina Faso;11.56333,-3.39884;;;Boni village. Boni is a department or commune of Tuy Province in Burkina Faso.
3800;Administrative region;Зимовніківський район, Ростовська область, Росія;47.02419,42.6559;;;"Zimovniki farm (31 thousand ha); Gashunski farm (40 thousand ha)"
3801;Administrative region;Niah, Sarawak, Malaysia;3.83552,113.71314;;;Sungei Terus
3801;Administrative region;Daro, Sarawak, Malaysia;2.50496,111.45053;;;
3801;Administrative region;Sungai Retus, Sibu, Sarawak, Malaysia;2.55344,111.86012;;;
3808;Administrative region;Mažeikiai, Lithuania;56.30924,22.34147;;;
3808;Administrative region;Raseiniai, Lithuania;55.38195,23.11561;;;
3808;Administrative region;Paūliai, Lithuania;54.16206,24.3568;;;
3814;Administrative region;Southern Nations, Nationalities, and People's Region, Ethiopia;6.51569,36.95411;;;Adama Spinning Factory is located at Oromia Regional State, in Adama (Nazareth) town about 100 Km towards the southeast of Addis Ababa
3838;Administrative region;Benishangul-Gumuz Region, Ethiopia;10.78029,35.56579;;;
3839;Administrative region;Southern Nations, Nationalities, and People's Region, Ethiopia;6.51569,36.95411;;;700km South of Addis Ababa.
3883;Coordinates;Rufiji, Tanzania;-7.92045,38.49153;;;Ndundunyikanza, Kipo, Kipugira, Nyaminywili villages
3892;Administrative region;Jayanca, Peru;-6.39298,-79.82267;;;
3922;Administrative region;Marcavelica, Piura, Perú;-5.18725,-80.65562;;;
3930;Administrative region;Salima, Malawi;-13.77955,34.45864;;;856ha estate
3930;Administrative region;Mchinji, Malawi;-13.80001,32.89304;;;2700ha estate
3930;Administrative region;Lilongwe, Malawi;-13.96261,33.77412;;;265ha estate
3934;Administrative region;Porto dos Gaúchos, Porto dos Gaúchos - MT, Brazil;-11.53341,-57.41373;;;
3935;Administrative region;Monte Alegre, Barreiras do Piauí - PI, Brazil;-10.08333,-45.53333;;;
3936;Administrative region;Formosa do Rio Preto, Formosa do Rio Preto - BA, Brazil;-11.04116,-45.1907;;;
3937;Administrative region;Barreiras, Barreiras - BA, Brazil;-12.14775,-44.99535;;;
3938;Administrative region;Santa Filomena, Santa Filomena - PI, Brazil;-9.11269,-45.91202;;;
3939;Administrative region;Jaborandi, Jaborandi - BA, Brazil;-13.60753,-44.42594;;;
3940;Administrative region;Correntina, Correntina - BA, Brazil;-13.34255,-44.63572;;;
3941;Administrative region;Diamantino, Diamantino - MT, Brazil;-14.4041,-56.43709;;;
3944;Exact location;Kopa, Zambia;-11.69212,30.73851;;;situated over 100 kilometres away from Mpika boma. In senior chief Kopa's area. The nursery set up 20 km away from the main plantation site. Kopa, Kanchibaya district.
3945;Exact location;Meta, Colombia;4.6686,-71.1448;El Chaparral;;"According to the investigation of Congressman Wilson Arias, the facilities of Mónica Semillas located in Puerto Gaitán (Meta) and Cumaribo (Vichada) are: La Ponderosa, Rosa Blanca, La Esmeralda, Villa CLaudia, La Reforma, Finca La Bonita, Las Mercedes, El Chaparral, Villa Paola, El progreso and La Potra. Those landholdings were acquired by Simplified Stock Companies that were created to circumvent current Colombian legislation.

Source 2"
3946;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;
3947;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;Special Project CHAVIMOCHIC
3955;Administrative region;Trujillo, Perú;-8.10604,-79.03297;;;
3956;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;
3957;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;
3958;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;
3959;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;
3961;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;
3966;Administrative region;Varavoo Kaval, Karnataka, Indien;14.37724,76.58169;;;
3966;Administrative region;Kundapura, Karnataka, India;13.62353,74.69174;;;
3967;Administrative region;Kundapura, Karnataka, Indien;13.62576,74.69117;;;
3968;Administrative region;Kundapura, Karnataka, Indien;13.62576,74.69117;;;
3968;Administrative region;Ullarthi Kaval, Karnataka, Indien;14.38714,76.70992;;;
3969;Administrative region;Challakere, Karnataka, India;14.3167,76.65;;;Varavakaval
3970;Administrative region;Ullarthi Kaval, Karnataka, Indien;14.38714,76.70992;;;
3970;Administrative region;Kundapura, Karnataka, Indien;13.62576,74.69117;;;
3975;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;
3977;Administrative region;La Libertad, Perú;-8.14359,-78.47519;;;
3981;Approximate location;Ban Chansavang, Pakxong, Laos;15.17972,106.23778;;;Ban Chansavang
3981;Approximate location;Bachiang, Laos;15.25269,105.9318;;;
3984;Administrative region;Sainyabuli, Laos;19.19458,101.4835;;;Houayteui village
3987;Administrative region;Champasak, Laos;14.65787,105.96999;;;Nongbuathong village, Mounlapamok district
3990;Exact location;Nongbouathong, Mounlapamok, Champasak, Laos;14.90304,105.86426;;;Nongbouathong village of Mounlapamok district
3992;Approximate location;Ban Phoutin, Na Le, Laos;21.63442,102.82201;;;Ban Phoutin
3994;Administrative region;Artigas, Uruguay;-30.40972,-56.47278;;;14 KM. FARIAS STEP IS TO ROUTE 30, ARTIGAS.
3995;Administrative region;Artigas, Uruguay;-30.40972,-56.47278;;;11 KM. FARIAS STEP IS TO ROUTE 30, ARTIGAS
3996;Administrative region;Artigas, Uruguay;-30.40972,-56.47278;;;
4000;Approximate location;Xieng Kok, Laos;20.90099,100.64429;;;Xiengkok Kao and Sompan Mai villages in Xiengkok cluster, Long district
4001;Administrative region;Florida, Uruguay;-34.1,-56.21667;;;place Chicuta
4002;Administrative region;Atlantida, Honduras;15.58499,-87.1313;;;Nueva Esperanza Community
4003;Administrative region;Departamento de Lavalleja, Uruguay;-34.00404,-54.96118;;;3rd. Section Lavalleja - Soldier Points - Ex Estancia María Inés
4004;Administrative region;Departamento de Lavalleja, Uruguay;-34.00404,-54.96118;;;
4005;Administrative region;Departamento de Lavalleja, Uruguay;-34.00404,-54.96118;;;
4006;Administrative region;Departamento de Lavalleja, Uruguay;-34.00404,-54.96118;;;
4007;Administrative region;Paysandu, Uruguay;-32.22166,-57.46273;;;
4008;Administrative region;Río Negro, Uruguay;-32.76254,-57.10132;;;
4009;Administrative region;Río Negro, Uruguay;-32.76254,-57.10132;;;
4014;Administrative region;Lake Alaotra, Madagascar;-17.46274,48.52873;;;
4018;Approximate location;Muang Beng, Laos;20.34737,101.64707;;;Beng district
4023;Administrative region;Canindeyu, Paraguay;-24.13787,-55.66896;;;Curuguaty. Salitre Community Territory.
4041;Administrative region;Escuintla, Guatemala;14.30094,-90.78822;;;
4042;Administrative region;Puno, Perú;-15.84333,-70.02361;;;
4043;Administrative region;Meta, Colombia;3.27199,-73.08775;;;
4056;Administrative region;Syer, Senegal;16.07593,-15.89289;;;CR de Syer (Lac de Guiers)
4057;Administrative region;Diokoul, Senegal;13.95532,-15.28678;;;
4076;Administrative region;Zhangjiagang, Suzhou, Jiangsu, China;31.87543,120.55582;;;
4076;Administrative region;Jiangsu, China;32.06171,118.76323;;;
4077;Administrative region;Xinjiang, China;43.79303,87.62781;;;
4077;Administrative region;Gansu, China;36.05942,103.82631;;;
4077;Administrative region;Hebei, China;38.03706,114.46866;;;
4078;Administrative region;Xinjiang, China;43.79303,87.62781;;;
4078;Administrative region;Shanxi, China;37.87353,112.5624;;;
4079;Administrative region;Shachengzhen, Longwan, Wenzhou, Zhejiang, China, 325024;27.88573,120.80861;;;
4079;Administrative region;Penglai, Yantai, Shandong, China;37.81066,120.75885;;;
4079;Administrative region;Tianshan, Ürümqi, Xinjiang, China;43.7944,87.63168;;;
4079;;;;;;
4080;Administrative region;Longjing Reservoir, Volksrepublik China;23.68383,116.0606;;;
4080;Administrative region;Hongqi Road & Taiping Street, Jiguan, Jixi, Heilongjiang, Volksrepublik China, 158100;45.29949,130.96101;;;
4080;Administrative region;Tieguanyin, Jingtian East Road, Futian, Shenzhen, Guangdong, Volksrepublik China, 518048;22.54867,114.04637;;;
4080;Country;Dahong, Huancui, Weihai, Volksrepublik China;37.4959,122.21955;;;
4097;Administrative region;Bago City, Negros Occidental, Philippines;10.50341,122.9663;;;
4101;Administrative region;Villa Hayes, Paraguay;-25.09453,-57.53684;;;"Farm 17326
Villa Hayes District
"
4103;Administrative region;Zambales, Philippines;15.50818,119.96978;;;
4105;Administrative region;Misamis Oriental, Philippines;8.50456,124.62196;;;
4107;Administrative region;Nanshan, Shenzhen, Guangdong, China;22.53301,113.93047;;;
4111;Administrative region;Muang Sing, Laos;21.19214,101.1499;;;Lormeu and Houailongkao villages
4112;Administrative region;Muang Sing, Laos;21.19214,101.1499;;;In Bouakku, Pamuk and Houainha-mai villages
4118;Exact location;Kakamega, Kenya;0.38023,34.8325;;;the sugar plant shall be located in Olepito village
4122;Administrative region;Naivasha, Kenya;-0.72024,36.42853;;;first flower farm on Naivasha
4123;Exact location;Hell's Gate National Park, Naivasha, Kenya;-0.91707,36.33579;;;"The coordinates for the site are: 
00 54’ 57.73” S and 36 20’6.64”E."
4129;Approximate location;Kalabugao, Impasug-ong, Bukidnon, Philippines;8.4664,125.13788;;;Kalabugao, Impasug-ong, Bukidnon.
4129;Approximate location;Tingalan, Misamis Oriental, Philippines;8.40491,124.50298;;;Tingalan, Opol, Misamis Oriental.
4130;Administrative region;Joaquín V. González, Salta Province, Argentina;-25.11728,-64.12473;;;
4131;Administrative region;Poza la Becerra, Coahuila, Mexico;26.87446,-102.13783;;;
4150;Administrative region;Musi Banyuasin, South Sumatra, Indonesia;-2.5442,103.72892;;;Estate names: Sungai Ampalau and Megah Abadi.
4166;Administrative region;Kololo, Uganda;2.33333,31.3;;;"Within the region of the Lakang and 
Kololo Village, Amuru district."
4166;Administrative region;Amuru, Uganda;2.96679,32.08374;;;
4174;Administrative region;Mityana, Uganda;0.47777,32.03829;;;"""70km from Kampala, 12km off the Kampala-Mityana Road"""
4175;Exact location;Wakiso, Uganda;0.2214,32.52064;;;situated 15 kms from Kampala on the road to Entebbe
4176;Administrative region;Salindu, Pamona Tenggara, Poso Regency, Central Sulawesi, Indonesien;-2.03748,120.79246;;;
4176;Country;Kolonodale, Petasia, Morowali Regency, Zentral-Sulawesi, Indonesien;-1.99442,121.32843;;;
4177;Administrative region;Petumbea, Lembo, Morowali Regency, Zentral-Sulawesi, Indonesien;-2.21897,121.30555;;;
4178;Administrative region;Mori Atas, Morowali Regency, Central Sulawesi, Indonesia;-2.07469,121.03351;;;
4179;Administrative region;Central Kalimantan, Indonesia;-1.68149,113.38235;;;
4180;Coordinates;Central Kalimantan, Indonesia;-1.98649,115.38995;;;
4181;Coordinates;Central Kalimantan, Indonesia;-2.09193,111.48705;;; 
4182;Administrative region;National Forest Authority Namanve, Kampala, Uganda;0.35738,32.68107;;;
4183;Coordinates;Central Kalimantan, Indonesia;-2.29844,111.84067;;;
4184;Coordinates;Central Kalimantan, Indonesia;-2.2,111.9;;;
4185;Administrative region;East Kalimantan, Indonesia;1.64063,116.41939;;;
4186;Administrative region;East Kalimantan, Indonesia;1.64063,116.41939;;;
4187;Coordinates;East Kalimantan, Indonesia;-1.38303,116.47417;PT Sukses Tani Nusasubur;;
4188;Coordinates;East Kalimantan, Indonesia;-2.03167,116.40092;;;"Desa Laburan, Kecamatan Paser, Belengkong, Kabupaten Paser
– Prov. Kaltimantan, 76211"
