Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement (in years);Comment on contract
3720;;2012-08-08;2061-08-08;49;"a 49-year sublease over 21,520 ha of land held under a Special Agricultural & Business Lease (“SABL”) in the town/Fourmil of Tufi in Northern Province, expiring on 8 August 2061 (“Lot B”)


49-year sublease over 21,520 ha of land held under a Special Agricultural & Business Lease (“SABL”)
in the town/Fourmil of Tufi in Northern Province, expiring on 8 August 2061 (“Lot B”) and

A 49-year sublease over 16,830 ha of land held under a SABL, in the town/Fourmil of Tufi in Northern
Province, expiring on 8 August 2061 (“Lot C”)"
3720;;2012-08-08;2061-08-08;49;a 49-year sublease over 16,830 ha of land held under a SABL, in the town/Fourmil of Tufi in Northern Province, expiring on 8 August 2061 (“Lot C”)
3721;;;;75;
3745;;;;99;
3746;;1995-11-22;;99;
3747;;;;25;
3765;;2004;2029;25;The land for the pineapple plantation was registered and leased for 25 years in 2004 instead of the usual 50 years
3766;;;;49;
3768;;;;50;
3770;;2009-01-11;;50;There is an option of renewal for a further period of 25 years
3771;;;;50;
3772;;2012-12-01;;50;
3773;;2000;;50;"Some of the leases were to expire in 2015/2016. Due to the lack of land title, there is no official lease. When the company signed the sale contract with the previous owner, the intention was to have a 50-year, renewable, lease from 2020.
1. A letter from the Western Regional Lands commission confirming NGL’s right of use of the lands it is
operating on (pending the renewal of the leases) has been obtained.
2. Subsequently the chiefs/landowners have signed an Memorandum of Understanding (MOU) with
NGL indicating their preparedness to renew all the expired leases for the company whilst NGL also
fulfils its part of the MOU"
3777;;;;99;
3778;;;;50;
3783;;;;99;
3784;;;;25;
3785;;2011-08;;30;"forestry certificate (permit) numbers 004/84 and 014/2004. 

Carbon Rights Agreement signed on March 14, 2011 between ERA Ecosystem Restoration Associates and the DRC government by its representative the Minister of Environment. This agreement transfers the carbon rights to ERA, and states the roles and obligations of the two parties to that agreement, the project time period, revenue sharing with the government, payment to communities, and tax to be paid by ERA to the government, in this case only the area tax is to be paid, exempting ERA from other taxes established by the Forestry Code.
Forest Conservation Concession Contract signed on July 30, 2011 by ERA-Congo and the Ministry of Environment representatives, which allocates the conceded lands to ERA-Congo, and defines ERA-Congo’s social, environmental and management obligations.
This contract is effect for 25 years and applies to the 299,640ha project area. After this period, the contract may be renewed on the terms contained in Article 8 of the Concession Contract. The 25-year contract will be renewed to complete the 30-year project crediting period."
3787;;2010-11-02;;60;
3791;;;;20;
3792;;;;20;
3795;;2012-06-08;;25;25 years from date of adoption of the management plan
3799;;2008-05-12;;40;On May 22, 2007, Yunnan United Power Development Co., Ltd. and Myanmar Ministry of Electric Power jointly established Shweli I Hydropower Co., with Yunnan United Power Development Co., Ltd. holding 80% of the shares, while the Myanmar Ministry of Electric Power holding 20% of the shares. With the approval of the Myanmar government, Shweli I Hydropower Plant was developed in BOT (build-operation-transfer) manner. In accordance with the Joint Venture Agreement, Myanmar can use 15% of the electricity generated from the power station for free. The validity of the franchise right is 40 years.
3803;;2008-08-21;;;
3805;;;;50;
3815;;2012-07-12;;30;
3824;;2012-01-25;;25;
3826;;2012-06-25;;25;
3832;;2012-06-25;;25;
3835;;2011-05-05;2036-05-08;25;
3843;;;;50;Certain plantation lands in Cameroon were given land use rights by the State of Cameroon in 1996 for a period of 50 years plus 50 years, renewable at a nominal value to the Group. With the Group’s continuing investment in replanting and extension on the plantation land, the Group is of the view that it is not likely that the land use rights will not be renewed at the expiring of its current term
3843;decret No 2012/099;2012-03-12;;;Extension of plantation
3844;;;;50;
3848;;;;50;WAADL received a 50 year land concession of 20,000ha
3850;;;;50;
3851;;;;50;
3852;;;;;Were looking at duration of 30 years
3866;;;;25;
3867;;;;25;
3880;;2013-08-06;;99;
3901;FMC-004;2009-09-16;2034-09-16;25;
3907;;2010-01-26;;30;
3911;;;;50;
3914;;;;50;
3915;;;;25;
3920;No. 595.1/225/HK-2012;2012-10-01;;;
3920;No. 595.1/166/HK-2007;2007-07-18;;;In 2007, the company obtained the first area concession issued by Landak Regent according to the Landak Regency’s Decree No. 595.1/166/HK-2007 dated 18 July 2007 which covering area of 20,000 ha. T
3923;;;;;See source 8 for all the details in any contract. Document in Spanish
3925;;;;55;
3931;;;;99;
3948;;;;50;
3949;;2007-05-09;;30;
3971;;;;50;Laos Government has currently granted the license to the LVF to rent 8,000 ha of land within 50 years,
3972;;2011-11-01;;;
3986;;;;99;The Sudanese government stipulated a 99-year renewable lease for 87,200 ha of land.
3993;;2009-06-24;;30;
4015;;2006-03-29;;30;The contract is valid for 30 years with an option for extension, which is unspecified in time.
4016;;2005-07-01;;;
4017;;2006-08-01;;40;
4019;;2006-08-01;;30;
4029;;;;;source says no contracts
4031;;;;40;
4059;;2009-06-03;;25;
4061;;;;99;The company website states a 99-year lease.
4063;;;;;"Planted Area - 2616 ha
Harvest Cycle - 10 years
Harvest - 2022"
4083;;;;25;
4102;;;;25;
4152;;2013-02-07;;;
4163;;;;;As at 31 December 2007, the Group’s land use rights covering a total land area of 60,634 hectares represents HGU. The legal terms of the existing land rights of the Group expire on various dates between 2020 and 2035. Land use rights represent the cost of land use rights owned by the Group and are amortised on a straight line basis over their terms of 35 years. The terms can be extended for a period of 25 years subject to agreement with the Government of Indonesia and payments of premium.
4199;;2011-04-15;;;
4223;;2011-03-21;;30;
4224;;2011-03-21;;30;
4234;;2011-09-10;;;
4271;;;;50;
4277;;;;49;
4295;;2013-09-22;;;
4305;;;;99;
4323;;;;30;
4327;;;;15;
4330;;;;99;
4341;;2012;;50;"""The lease is for 50yrs from 2012. However, the registration remains incomplete due to the litigations."" (from interview with investor by CLPI)"
4364;;;;30;
4368;;;;25;
4374;;2009-01-14;;;
4380;;;;90;
4383;;;;15;
4384;;;;50;
4403;;;;99;
4422;;2008-10-08;;70;
4423;;2012-03-09;;5;
4426;;2011-01-01;;;
4428;;2011-02-22;;;
4432;;;;25;
4434;;;;25;
4439;;2010-12-07;;;
4445;;2012-01-26;;;
4447;;2010-05-06;;;
4453;;2012-06-08;;;
4454;;2011-05-30;;70;
4464;;;;25;
4468;;2008-01-18;;35;
4470;;;2060-01-01;;
4483;;;;49;
4485;;;;20;
4496;;;;40;
4514;;2013;2038;25;
4519;;;;50;
4520;;;;25;
4521;EDSR17448;2013-06-11;;;Certificate of Occupancy No.EDSR17448, this certify that PRESCO Plc about land 14,436.823 hectares for Agriculture purpose only. Issued on June 11, 2013 by Governor of Edo State of Nigeria.
4521;;;;;Additional land acquired in 2016. No contract details available.
4540;;;;25;
4545;;;;49;
4555;;2006-03-17;2106-03-16;99;Original lease contract signed in 2006, taken over by Okomu Palm Oil in 2013
4556;;2002-01-15;;;
4557;97;2010-09-01;;8;
4563;;2005-06-23;;;
4566;;;;15;The ESIA states that it is a 99 year term.
4569;;2003-12-01;2063-12-01;60;renewable for another 40 years
4576;;2004-10-19;;;
4578;238 A Ikh Dashir;1995-07-26;2025-07-26;30;"Mining license 238 A was re-registered, also on September 20, 1997, from its predecessor license A-62 (originally issued to Mongol Erdene on July 26, 1995) and
subsequently transferred to Altai on January 23, 1998. Altai in turn transferred the
license to BGC on May 5, 1999. Covers 41 hectares."
4578;198 A Boroo;1997-06-21;2026-07-04;30;"Mining License A-32 covering the Boroo gold deposits was originally granted to Altai
on July 4, 1996 for an initial period of 15 years. BGC was established in 1997 as a
joint venture between Altai (50%) and the London-based Asia Mining Investment
Corporation (AMIC, 50%). Mining License A-32 was transferred to BGC by the
Ministry of Energy, Geology and Mining on June 21, 1997 by Special Ministerial
decree (Order A\107). It was re-registered as License 198 A on September 20, 1997 as
part of the adjustments when a new mining law was promulgated in Mongolia. Covers 1,400 hectares."
4578;1960 A Boroo;1999-11-28;2029-11-29;30;Covers 589 hectares
4578;1970 A Boroo;1999-12-06;2029-12-06;30;Covers 643 hectares.
4578;6963 A Bayangol;2004-01-17;2034-01-17;30;Covers 25 hectares.
4578;6964 A Boroogol;2004-01-17;2034-01-17;30;Covers 345 hectares.
4578;7461A Nariin Khondii;2004-05-12;2034-05-12;30;Covers 2,321 hectares.
4578;11761A Ikh Dashir;2006-05-12;2036-05-12;30;Covers 79 hectares.
4578;12039A Ikh Mandal;2006-09-19;2036-09-19;30;Covers 911 hectares.
4583;;;;50;
4595;;2013-06-06;2062-06-06;49;Information about the contract is from the judicial decision.
4596;;;;15;
4602;;2005-07-26;;25;
4603;;2016;;49;long-term (49 year, renewable to 99 year) agriculture lease (Bail Emphyteotique signed between the Director General of Olam Gabon, the President of Republic of Gabon and Minister of Town Planning and Housing (Ministre de l’Urbanisme et du Logement)
4617;;;;;Investor is requesting 99 years but state is only offering 25 years.
4619;;2013;;;
4692;MV-017471A;2014-06-02;2044-06-02;30;
4713;;;;99;
4727;;;;99;
4734;;;;10;
4749;;;;49;
4750;;;;49;
4752;;;;49;
4756;;;;49;
4760;;;;5;
4763;;;;;KML  is  the  holder  of  five  Large-scale  Mining  Licences.    15868-HQ-LML  covers  the  Sentinel  deposit, processing plant and supporting infrastructure, whilst 15869-HQ-LML covers the Enterprise deposit.  15870-HQ-LML, 15871-HQ-LML and 15872-HQ-LML cover exploration areas, sites for Project infrastructure and buffer zones to prevent encroachment of local settlements
4764;;;;20;
4765;;2015-09-07;;25;
4766;;;;25;
4767;;;;25;
4768;;;;25;
4791;;;;25;
4797;;;;10;
4800;;;;38;
4803;Regent Decree of Kapuas No: 946/2006;2006-09-30;;;
4804;;2004-12-31;;;
4805;;2009-10-15;;;
4819;;;;5;
4847;;;;49;
4853;;;;49;
4856;;;;49;
4915;;;;49;
4922;;;;49;
4927;;;;35;
4934;;;;50;
4942;;;;10;
4949;;;;35;
4950;;;;11;
4952;2011-419/PRES/PM/MEDD;2011-06-23;;;Decree No. 2011-419/PRES/PM/MEDD of June 23, 2011
4966;;;;50;
4977;;;;15;Lease agreement with company Luch. Contracted area - 1500 ha
4977;;;;49;Lease agreement with State administration. Contracted area - 2300 ha
4978;048/12;2012-04-27;2037-04-26;25;Another source indicates contract number is 024/05 (year is 2005). Contract is renewable.
4979;064/14;2014-07-10;2039-08-09;25;
4994;008/20;2020-01-14;2045-02-05;25;
4995;004/11;2011-08-04;2036-08-03;25;
5011;;2016-02-23;;10;
5012;012/11;2011-08-12;2036-08-11;25;
5013;006/11;2011-08-04;2036-08-03;25;
5014;005/11;2011-08-04;2036-08-03;25;
5018;042/11;2011-10-24;2036-10-23;25;Contract is renewable. Contract number: 042/11.
5019;002/20;2020-01-14;2045-02-05;25;Previously contract 017/11 allocated to Megabois
5030;015/11;2011-08-04;2036-08-03;25;
5035;;;;25;
5049;;2009-03-24;;3;
5050;;;;20;
5055;;2015-01-04;;;
5055;;2013;2063;50;One concession in 2013, a second lease in 2016
5059;;;;30;
5060;;;;50;Wanbao received a concession of 20,000 ha for a period of 50 years.
5064;;;;20;
5092;14734X;;;;
5093;14767X;;;;
5093;14768X;;;;
5093;14769X;;;;
5094;14770X;;;;
5094;14771X;;;;
5094;14772X;;;;
5094;14773X;;;;
5094;14776X;;;;
5096;;;;49;
5098;;2011-03-18;;;
5104;;;;20;
5129;;;;25;
5130;;;;5;
5133;;;;99;
5139;;;;55;
5169;;2010-12-01;;50;
5170;;2014-09-01;;;
5173;;2015-06-25;;30;
5179;;2012-04-23;;70;
5180;;;;25;
5181;;2010-09-06;;20;
5182;ML 01/12;2012-07-10;2037;25;With option to renewal
5183;ML02/2018;;;;
5184;;2002-03-31;2035-03-30;33;Renewable for 25 years
5185;;2012-07-16;2032-07-15;20;
5189;;;;5;
5190;;;;4;
5194;;;;50;
5196;;;;50;
5197;;;;70;
5201;;;;48;*In Oct 2011, Trouong Thanh Oji Plantation Company Limited was established with a 49% stake in Oji Paper and a 51% stake in TTF. The new company will have a plantable area of 17,000 ha and a project period of 48 years.
5203;MV-00016971;2011-12-28;2041-12-28;30;
5207;MV-00009515;2005-03-30;2035-03-30;30;
5208;MV-00016679;2010-10-08;2040-10-08;30;
5209;MV-00015032;2009-07-28;2039-07-28;30;
5210;MV-00015033;2009-07-28;2039-07-28;30;
5211;MV-00015077;2009-08-20;2039-08-20;30;
5212;MV-00016871;2011-07-06;2041-07-06;30;
5214;009/11;2011-08-04;2036-08-03;25;
5215;018/11;2011-10-24;2036-10-23;25;Another data source states contract expires on 23/10/2036
5219;056/14;2014-07-02;2039-07-01;25;
5222;010/11;2011-08-04;2036-08-03;25;
5223;026/11;2011-10-24;2036-10-23;25;
5225;045/11;2011-10-24;2036-10-23;25;amendment on 13/12/2011. Contract expires 23/10/2036
5226;027/11;2011-10-24;2036-10-23;25;027/11
5228;001/20;2020-01-14;2045-02-05;25;Previously contract 016/11 allocated to SEFOCO
5229;039/11;2011-10-21;2036-10-20;25;
5230;040/11;2011-10-24;2036-10-23;25;
5231;063/14;2014-07-10;2039-08-09;25;
5232;065/14;2014-07-10;;25;
5233;061/14;2014-07-10;2039-08-09;25;
5234;060/14;2014-07-10;2039-08-09;25;Assigned to Forabola by Order n°015/15.
5235;054/14;2014-05-15;2039-05-14;25;054/14
5236;062/14;2014-07-10;2039-08-09;25;
5237;004/20;2020-01-14;2045-02-05;25;Previously contract 033/11 allocated to Sicobois
5238;034/11;2011-10-24;2036-10-23;25;
5239;036/11;2011-10-24;2036-10-23;25;The contract was amended on 13/12/2011. Assigned to Forabola by Order n°015/15.
5240;037/11;2011-10-24;2036-10-23;25;
5241;003/20;2020-01-14;2045-02-05;25;Previously contract 051/14 by Sicobois
5242;052b/14;2014-05-21;2039-05-14;25;052b/14
5243;053/14;2014-05-15;2039-05-14;25;Assigned to Siforco by Order No. 019/14. Ceased to Booming Group in 2017.
5244;007/20;2020-01-14;2045-02-05;25;Previously 057/14 held by Forabola.
5246;;;;50;
5247;058/14;2014-07-10;;25;Assigned to Forabola by Order n°015/15.
5248;059/14;2014-07-10;2039-08-09;25;Previously CFT
5252;;;;;Decision No. 3976 / QD-UBND dated August 13, 2015 of the City People's Committee  https://thoibaonganhang.vn/khan-truong-hoan-chinh-de-an-thanh-lap-khu-cong-nghe-cao-sinh-hoc-ha-noi-38410.html
5278;;;;25;
5316;;;;99;
5342;ML01/2019;2019-05-23;2044-05-22;25;Initially awarded in 2012.
5344;;2010-08-09;;25;
5346;;;;;Lifespan of mine estimated to be 14 years, until 2025.
5361;TSC-0007;2010-07-21;2013-07-20;3;
5363;;2014-08-05;;;
5365;;2009-01-05;;20;
5378;;2014-07-15;;;"Size - 4,5795 ha
Cadastral number - 5325181700:00:003:0027
Territory - Chornychynskyi District, Poltavska Region.
Under the judicial decision this contract was recognised as unvalid  - 2015-07-17."
5378;;2015-02-25;;;"Size - 2,09 ha
Cadastral number - 5325182600:00:002:0117
Territory - Chornychynskyi District, Poltavska Region
Under the judicial decision this contract was recognised as unvalid  - 2017-08-17"
5385;;2016-04-20;;;
5396;;;;15;
5400;;;;70;
5412;;;;25;
5415;;2008-12-23;;50;
5417;;;;30;
5421;235;2001-06-25;;20;
5428;;;;31;
5434;MV-017387A;2013-09-27;2043-09-27;30;
5437;MV-00020042;2015-11-10;2045-11-10;30;
5438;MV-00013409;2008-03-24;2038-03-24;30;Initial exploration activities at Golden Hill began in 2002, Bayan Airag receiving a gold and copper mine operation license from the Mineral Resources and Petroleum Regulatory Authority with a 30-year term
5439;;2009-01-09;2034-01-18;25;
5445;;2010-04-23;;3;
5449;453;2005-10-18;;50;"- Decision No. 4038/QD-UBND about approval of the master plan of Da Deng Industrial Park in Binh Duong Urban – Industry-Service Complex Zone.
 
- Investment License No. 453/GP-BD issued on 18 October 2005 by People’s Committee of Binh Duong Province.
 
- Investment Certificate No. 462023000442 issued by Management Board of Binh Duong Industrial Parks, first revision on 28 April 2008.
 
- Investment Certificate No. 462023000442 issued by Management Board of Binh Duong Industrial Parks, sixth revision on 26 March 2010."
5458;;2014-09-20;;25;
5465;;;;40;
5472;537;2009-04-28;;;
5477;;2017-03-24;;40;
5491;;;;10;
5492;;;;99;
5496;;;;50;
5511;1144;2010-04-22;;;
5519;;2012-08-17;2019-08-17;7;Sublease agreement.
5520;;;;20;
5559;;2013;;99;
5567;;;;2019;
5568;;;;30;
5590;;;;60;
5605;;;;49;
5644;;2017-09-14;;50;
5671;;2002-03-14;2026-03-13;25;According to reports MNG has been operating on the MDA that was signed between the government of former President Charles Taylor and AMLib in 2000. Residents are calling for the contracts to ne reviewed to meet with the present reality.
5698;;2013-12;;;Goulagou I, Goulagou II and Rambo exploitation permits granted in December 2013. Kao and Nami exploitation permit received in Sept 2014.
5699;;2012-08-01;2022-08-01;10;The Agbaou Exploitation Permit (permit no. 37) covers an area of 334km2, and was granted to Etruscan Resources Cote d’Ivoire SARL (“ERCI”) by Decree no. 2012-766 on August 1, 2012 and is valid for 10 years with renewals available based on remaining mine life.
5700;;2015-02-05;2035-02-05;20;The Houndé Exploitation permit was granted to HGO on February 5, 2015 covering 23.20km2 and is valid until February 5, 2035 and may be renewed for consecutive five-year periods until deposits are depleted.
5701;2014-223;2007-03-20;2027;20;The first Wona-Nyafé exploitation permit, No. 2007-144, was obtained in 2007 to cover the Wona-Kona and Nyafé deposits. Following the discoveries of the Fofina and Siou Deposits, a revised permit, No. 2014-223, was obtained to include these deposits. This permit covers a total area of 148.84 km2 and is held by SEMAFO Burkina Faso SA (90% subsidiary of SEMAFO Inc.). Permit No. 2014-223 is valid for 20 years, until 2027, starting from the initial permit decree.
5702;;2007-03-20;;10;
5703;;;2027;20;
5705;;2008;;10;https://wikileaks.org/plusd/cables/08OUAGADOUGOU602_a.html
5706;;;;10;
5707;;;;10;
5708;;2014-11-18;;25;
5709;;2010-12-16;2035-12-15;25;
5710;;2003-04-11;2028-04-10;25;
5711;;2012-07-27;2014-07-26;2;This is the 3rd renewal of its research permit and research permits are valid just for 2 year.
5716;15/32/MME/SG;2015-08-03;;10;
5729;;2006-10-19;2016-11-11;10;"Information is from judicial decision. 
Former land owner - State.
Size - 9 ha.
Monetary valuation of this land plot = 378   312, 91 hrn"
5815;;;;30;
5820;;;;50;
5831;MV-00017666;2014-11-06;2044-11-06;30;
5832;MV-015635;2010-08-11;2040-08-11;30;
5833;MV-00015331;2009-12-04;2039-12-04;30;
5850;;;;30;
5851;MV-00011888;2006-08-14;2036-08-14;30;
5852;MV-00011887;2006-08-14;2036-08-14;30;
5862;;2015-06-01;;30;
5869;;2006;;;
5875;;2016-12-13;;;
5879;;2010-06-03;;;
5895;;;;99;
5908;;;;15;
5913;;;;30;
5942;;2017-02-07;;;"The Contract was signed between Company and Local government about lease of land: size - 4,6937 ha;  cadastral number №6320410100:00:006:0024; purpose use of this land is industrial, transport, communications, energy, defense and other land. (source - issued decision of local government)"
5947;;2009-09-17;2034-09-16;25;
5948;;2011-10-26;;6;
5956;;;;40;The KSG  and TTCL signed joint venture and lease agreements for 815 acres with a concession period of 40 years.
5960;;2007-12-19;;;
5976;;;;30;
6012;MV-00017405;2013-10-17;2043-10-17;30;
6021;;;;5;
6038;;2012-03-16;;20;
6040;;2000-08-11;;15;
6071;1;2017-03-01;;;
6163;;2011-05-19;;;
6203;;2011-03-01;;50;
6245;;2004-07-20;;50;The provincial governments of Champasak and Salavan approved a 50-year rubber concession for the Dak Lak Rubber Company to invest US$32 million in developing 10,000 hectares of rubber, as well as thousands of hectares of coffee, cocoa and cashew trees (Thanh Nien News 2007). Final provincial approval for implementation was obtained in January 2005.
6276;Permit 4578;2018-05;;30;Lemur said  it had concluded a 30-year concession agreement with the Madagascan government. Permit 4578 consists of 4 blocks and is a full mining license.
6316;;2011-01-08;;;
6339;;2010-01-08;;;
6482;;;;50;Forest Stewardship Certification (FSC) was granted to OLPFL in 2013 August but Concession Agreement has been signed well before the FSC.
6516;;2011-06-13;;;
6517;;2009-02-03;;;
6518;;2006-04-05;;30;The Project was commenced on 05 April 2006 in the form of B.O.T (Building – Operation - Transfer) with 30 year term.
6519;;2011-02-10;;25;Concession Agreement (CA) of the project had been signed between the Government of Laos and Xekaman 1 Power Company Limited with the term of 25 years.
6522;;;;25;According to the concession agreement, the company will own and operate the power plant for 25 years before handing it over to the Lao government.
6523;;2013-02-06;;25;The project is under a 25 year Build-Own-Operate and Transfer (BOOT) concession agreement and a Power Purchase Agreement with EDL that will be valid until the end of the Concession period.
6524;;;;27;Nam Ngum 3 HPP will be  operated for 27 years by the Nam Ngum 3 Power Company (NN3PC).
6525;;2014-03-04;;25;NPPC and Lao PDR singed a 25-year plant concession.
6526;;2012-03-09;;1;MoU for Feasibility Study for 18 months
6526;;2016-06-14;;27;Nam Theun 1 Power Company Limited (NT1PC) was granted a concession by Lao PDR to build and operate the Nam Theun 1 HPP for the first 27 years of its operation.
6527;;1998-01-01;;30;Commercial operation started in 1998 under a 30-year BOT “build–operate–transfer” agreement with option for a 10 year extension. After the concession period the plant reverts to the Lao government.
6529;;2013-01-01;2039-01-01;27;The Theun-Hinboun Power Company Limited (THPC) has a 27 year concession on the project from 2013 to 2039.
6536;;2010-08-20;;;
6540;;2014-02-10;;;
6541;;;2046-01-01;;At the end of the concession period (in 2046) ownership of the Plant will be transferred entirely to the Lao state.
6542;;2012-08-27;;;
6545;;2013-04-11;;;
6546;;;;25;BOT project (build-operate-transfer)
6548;;;;75;75-year concession with possible 15-year extension
6550;;;;30;
6551;;2014-05-23;;30;"Company website: ""Concession duration: 30 years including construction"""
6552;;1993-09-01;;30;"""Build-operate-transfer"" (BOT) agreement"
6554;;;;27;
6562;;2011-11-08;;;
6581;;2013-08-08;;;Project Development Agreement
6583;;2015-09-15;;25;On 15 September 2015, Don Sahong Power Company Ltd (“DSPC”) entered into a Concession Agreement with the GOL whereby the GOL has granted on a build, operate and transfer basis, the concession rights to DSPC for the development of the Project for a period of 25 years after the commercial operation date. Expected start of commercial operation is in 2020 but
6591;;2015-08-07;;25;
6594;;;;75;concession agreement is for 75 years, extendable to 99 years
6596;;2011-08-18;;;
6598;;2012-10-19;;;Build-operate-transfer (BOT)
6602;;2006-12-01;;25;BPP, a wholly-owned subsidiary of Banpu Public Company (Banpu), entered a Heads of Agreement (project development agreement) with the Government of Lao PDR (GoL) for the Hongsa power project in December 2006.
6606;;;;30;project adopted the BOT  (build-own-transfer) mode, with a construction period of four years, a franchised operating period of 28 years
6620;;1960;;;Conveyance into perpetuity
6633;(WC)30/5/1/2/2/163 MR;;;;
6668;;2010-03-24;2017-03-24;7;"Cadastral number - 5923882300:09:001:0007; Size - 35,3158 ha; now there is the judicial process about updating the duration of the agreement for the next seven years."
6677;;;;25;Most of the agreements concluded for 25 years
6686;License 184;;;;
6687;License 185;;;;
6688;License 183;;;;
6689;License 187;;;;
6690;License 186;;;;
6693;;2019;2023;5;Project Duration: 2019 –2023 (5 years)
6694;MPSA No. 290-2009-VIII;2009-09-28;2034-09-28;25;
6697;;2008-05-08;;40;
6712;;2009-08-30;2024-08-29;15;"The investor/ company has at least 104 leasing contracts with individual members of Nagkahiusang Mag-uuma sa Guinhalinan (NAGMASAGUICO) with a total land area of 237.14 hectares.

These contracts were signed from 2009 to 2012, which means that these contracts will expire from 2024 to 2027 with the 15-year AVA contract. However, there is the chance for it to be extended up to 25 years since land lease agreements are usually 25 years in terms of length.

The contracts are upon renewal on contract expiration."
6712;;2009-06-15;2024-06-14;15;"The investor/ company has at least 40 leasing contracts with individual members of Kinabigtasan Farmers Marketing Cooperative (KFMC) with a total land area of 116.67 hectares.

These contracts were signed from 2009 to 2012, which means that these contracts will expire from 2024 to 2027 with the 15-year AVA contract. However, there is the chance for it to be extended up to 25 years since land lease agreements are usually 25 years in terms of length.

The contracts are upon renewal on contract expiration."
6712;;2009-11-16;2024-11-17;15;"The investor/ company has at least 3 leasing contracts with individual members of Irrigator's Association (IA) with a total land area of 5.36 hectares.

These contracts were signed from 2009 to 2012, which means that these contracts will expire from 2024 to 2027 with the 15-year AVA contract. However, there is the chance for it to be extended up to 25 years since land lease agreements are usually 25 years in terms of length.

The contracts are upon renewal on contract expiration."
6717;;2002;2027;25;In Bukidnon, contract duration is the same for the 13 individual ARBs and CARABAO Farmers Cooperative (2002-2027) while for DMPI Employees Agrarian Reform Benefeciaries Cooperative Inc.  (DEARBCI) the contract duration is from 2014-2019 to 2039-2044.
6717;;2005;2035;30;In Agusan del Norte, the investor has a 30-year contract with Soriano Farm Workers Cooperative from 2005 to 2035 while it has a 25-year contract with Maong Integrated  Farmers Beneficiary Association (MIFA) from 2013-2018.
6718;;2005;2035;30;"In Davao City, the investor has a 15-year contract with Callawa - Bonggan Employees ARB Coop (CABEARBCO) from 2006 to 2021. 

It also has a 30-year contract with Callawa - Bonggan Employees ARB Coop (CABEARBCO) from 2005 to 2035."
6718;;2001;2021;20;In Bukidnon, it has a 20-year contract with CARP Beneficiaries of Brgy. Lingion, Manolo Fortich.
6718;;2003;2023;20;In North Cotabato, it has a 20-year contract with individual ARBs.
6718;;1995;2010;15;In North Cotabato, it has a 15-year contract with individual ARBs.
6723;;2004;2029;25;"The investor has 10-, 15-, 20-, and 25-year contracts with at least 8 individual ARBs.  The investor also has 15-year contract with LIFARCO- Formerly IFPONA PO. 25-year contracts with Bagong Silang Development Farmer Association (BASIDFA)  and Biao MPC (BMC) & PCEC-PBEARBAI. ote, however, that there is a chance for contracts with less than 25 year term to be extended up to 25 years since land lease  agreements are usually 25 years in terms of length. 

These contract are upon renewal upon expiration."
6740;;2005;2030;25;"The investor's contracts with the ARBOs/POs/ARBs vary.

The investor has a 10-year contract (2013-2023) with AMS  Employees Fresh Fruit Producers Cooperative (AMSEFFPCO) .  Meanwhile, the investor has a 10-year contract (2008-2018) with Stanfilco Employees ARB MPC (SEARBEMCO). The investor also has a 5-year contract (2007-2012) with ARBs Individual Self-Managed MPC (ARBISM-A). Moreover, the investor also has a 15-year contract (2008-2023) with DOLE ARBs Cooperative and Carabao Farmers Cooperative. Lastly,   it has varying contracts with individual ARBs from 3 years (renewable) to full 25 years."
6742;;1977;;;conveyance into perpetuity
6749;;;;50;
6771;;2007-06-27;2017-06-27;10;"Size - 2,04 ha
Teritory -  Kryvenskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-12-04;2017-12-04;10;"Size - 1,93 ha
Cadastral number - 6123081700:01:001:0454
Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-06-27;2017-06-27;10;"Size - 2,19 ha
Cadastral number - 
Teritory -  Kryvenskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-07-19;2017-07-19;10;"Size - 1,86  ha
Cadastral number - 6123080400:01:001:0453
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-07-19;2017-07-19;10;"Size - 1,86  ha
Cadastral number - 6123080400:01:001:0451
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-07-19;2017-07-19;10;"Size - 2,07  ha
Cadastral number - 6123080400:01:001:0241
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-07-19;2017-07-19;10;"Size - 2,19  ha
Cadastral number - 6123080400:01:001:0352
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-07-19;2017-07-19;10;"Size - 2,16  ha
Cadastral number - 6123080400:01:001:0321.
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-07-19;2017-07-19;10;"Size - 2,20  ha
Cadastral number - 6123080400:01:001:0310.
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-07-19;2017-07-19;10;"Size - 2,75  ha
Cadastral number - 6123080400:01:001:0311
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
6771;;2007-12-04;2017-12-04;10;"Size - 1,96 ha
Cadastral number - 6123081700:01:001:0296
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
