Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
1426;Administrative region;Marovoay, Madagascar;-16.10736,46.6464;;;
1428;Administrative region;Ihorombe, Madagascar;-22.65581,46.36247;;;Ihorombe
1429;Administrative region;Sava, Madagascar;-14.44072,49.85473;;;
1430;Exact location;Mampikony, Madagascar;-16.09443,47.64433;;;
1430;Exact location;Malakialina, Madagascar;-16.73333,46.51667;;;
1431;Administrative region;Menabe, Madagascar;-20.34463,44.70061;;;
1436;Administrative region;Analamanga, Madagascar;-18.38233,47.29239;;;Analamanga
1437;Exact location;Bongolava, Madagascar;-18.55944,45.89556;;;Bongolava
1438;Administrative region;Betsiboka, Madagascar;-17.28336,47.13621;;;Betsiboka
1440;Administrative region;Brickaville, Madagascar;-18.82018,49.06314;;;Astinanana
1441;Administrative region;Menabe, Madagascar;-20.34463,44.70061;;;
1445;Administrative region;Atsinanana, Madagascar;-18.81315,48.88;;;
1446;Administrative region;Atsimo-Andrefana, Madagascar;-23.14853,44.39929;;;
1448;Country;Madagascar;-18.76695,46.86911;;;Location unknown
1450;Administrative region;Morondava, Madagascar;-20.29042,44.3;;;
1454;Exact location;Satrokala, Madagascar;-22.33535,45.72854;;;"The Project Company operates a large-scale farm in Satrokala and Andiolava towns in the district of Ihosy, about 660 km from Antananarivo.

Spatial data derived from the Mapathon 2020- seems to only be part of the plantation."
1456;Country;Madagascar;-18.76695,46.86911;;;
1457;Administrative region;Sofia, Madagascar;-15.19936,48.09566;;;"Sofia
Coordinates: -17.6112020899216, 44.7444027194878"
1458;Administrative region;Sofia, Madagascar;-15.19936,48.09566;;;
1458;Administrative region;Melaky, Madagascar;-17.37765,44.70061;;;
1458;Administrative region;Atsinanana, Madagascar;-18.81315,48.88;;;
1459;Administrative region;Boeny, Madagascar;-16.36452,45.90397;;;Boeny
1460;Coordinates;Antetezambaro;-18.0029,49.4014;;;"Antetezambaro
Coordinates: -18.00289678492474, 49.401397705078125"
1462;Administrative region;Atsimo-Andrefana, Madagascar;-23.14853,44.39929;;;Atsimo Andrefana
1463;Administrative region;Niger, Mali;14.4968,-4.82597;;;Office du Niger
1464;Administrative region;Bougouni, Mali;11.41667,-7.48333;;;Land for the AfriGrain project
1464;Administrative region;Niger, Mali;14.4968,-4.82597;;;Office du Niger, Land in the cropping proram
1467;Exact location;Canal du Sahel, Mali;13.79797,-6.14078;;;"Office du Niger,  Séribala and Dougabougou

Spatial data derived from the Mapathon 2020."
1469;Administrative region;Niger, Mali;14.74864,-4.18658;;;Office du Niger - Karéri
1470;Administrative region;Garalo, Mali;10.99,-7.437;;;Garalo
1473;Administrative region;Mema, Mali;15.08028,-4.77028;;;"Office du Niger in Mali
Méma"
1474;Administrative region;Macina, Mali, Mali;14.17691,-5.16607;;;"Ségou, Office du Niger. The area of landmdesignated to Malibya was not specified in the contract and gave the company rights to a
site or sites of its choosing in the delta region of the Niger River. about 45 km west of Macina"
1476;Administrative region;Niger, Mali;14.4968,-4.82597;;;Office du Niger
1478;Administrative region;Koulikoro, Mali;12.86667,-7.56667;;;Kouli Koro region, Banamba City -Macina, Office du Niger. Kareri according to contract
1480;Administrative region;Niger, Mali;14.4968,-4.82597;;;Office du Niger
1481;Administrative region;Alatona, Mali;14.79672,-5.93235;;;Office du Niger Alatona
1482;Exact location;Kayes, Mali;12.88425,-11.37738;;;Loulo, Gounkoto in the west of Mali, bordering Senegal and adjacent to the Falémé River.
1483;Administrative region;Sikasso, Mali;11.31667,-5.66667;;;The Syama Gold Project is located in the south of Mali, West Africa approximately 30kms from the Côte d’Ivoire border and 300km southeast of the capital Bamako.
1484;Exact location;Mali;13.88973,-6.14758;;;"Between Fala de Molodo and the Costes-Ongoïba Canal, Office du Niger
Latitude: 14°15'45.72""- 14.2627
Longitude: -6°5'23.64"" - -6.0899"
1488;Administrative region;Segou, Mali;13.43166,-6.24821;;;Office du Niger (Niger Delta)
1498;Administrative region;Markala, Mali;13.68456,-6.04753;;;"Office du Niger, nord-est de Ségou.
Segou, Sana, Sansanding."
1501;Administrative region;Koulikoro, Mali;12.86667,-7.56667;;;"Koulikoro  and two other regions
"
1508;Administrative region;Kita, Mali;13.04114,-9.48472;;;Kita, Kangaba and Bafoulabé districts. JMI already works with 17 districts of the Kita region
1511;Administrative region;Sabalibougou, Bamako, Mali;12.59659,-8.00016;;;Office du Niger
1523;Administrative region;Mavonde, Mozambique;-18.53806,33.03564;;;Mavonde Ranch (administrative post of Mavonde, Manica district, Manica Province): 2,350 ha
1523;Administrative region;Dombe, Mozambique;-19.97493,33.3977;;;Dombe Ranch (administrative post of Dombe, district of Sussundenga, Manica province): 15,500 ha for cattle breeding
1523;Administrative region;Vanduzi, Mozambique;-18.51019,34.06355;;;"Headquarter in Vanduzi with the feedlot: 2000 ha
Inhazonia ranch (don’t know exactly where it is): 2500 ha"
1524;Administrative region;Lichinga, Mozambique;-12.98944,35.41907;;;Lichinga
1525;Administrative region;Manica, Mozambique;-19.50598,33.43835;;;
1526;Administrative region;Bilene, Mozambique;-25.16667,33.19167;;;Gaza Province, Bilene District, Dezeve
1526;Administrative region;Inhambane, Mozambique;-23.87354,35.38826;;;
1527;Administrative region;Maxixe, Mozambique;-23.87296,35.34388;;;Inhambane Province, Maxixe, Estrada Nacional 1, Bairro de Rumbana.
1528;Administrative region;Palmeiras, Beira, Mozambique;-19.84412,34.86104;;;situated in Palmeiras, 30km from Maputo, on the main highway.
1529;Administrative region;Dondo, Mozambique;-19.61667,34.75;;;Sofala Province, Dondo District, Milha 26, 80 km north of Beira
1535;Administrative region;Quelimane, Mozambique;-17.87639,36.88722;;;
1538;Administrative region;Quelimane, Mozambique;-17.87639,36.88722;;;Zambezia Province, Quelimane
1545;Administrative region;Gurue, Mozambique;-15.47149,36.98097;;;
1545;Administrative region;Milange, Mozambique;-16.09683,35.77208;;;
1545;Administrative region;Namarrói, Mozambique;-15.95602,36.86621;;;
1545;Administrative region;Mocuba, Mozambique;-16.84022,36.96485;;;
1548;Administrative region;Nacala, Mozambique;-14.56477,40.68887;;;Coastal district of Nacala-a-Velha, in the northern province of Nampula, only 35 kilometres away from one of the region’s main harbours
1554;Administrative region;Inhambane, Mozambique;-23.87354,35.38826;;;
1559;Administrative region;Maputo, Mozambique;-25.25699,32.53727;;;Maputo Province
1562;Exact location;Bela Vista, Mozambique;-26.3411,32.66755;;;The project is located 80 kilometres from Maputo.
1563;Administrative region;Lugela, Mozambique;-16.42912,36.75097;;;Mocuba, Zambezia
1564;Administrative region;Cheringoma, Mozambique;-18.53493,35.30272;;;Cheringoma, Sofala Province
1565;Administrative region;Moamba, Mozambique;-25.604,32.246;;;"
"
1570;Administrative region;Nampula, Mozambique;-15.11667,39.26667;;;"Mecuburi, Ribaue and Rapale districts.
Total land holding 126,000ha"
1571;Administrative region;Ile, Mozambique;-16.16774,37.38272;;;"Zambezia Province, Ile District; Namarroi District ; , Ile, Socone, Mulevala, Namarroi, Regone
Operations are based in the provinces of Manica and Zambézia"
1572;Exact location;Lioma, Mozambique;-15.20172,36.69647;;;Zambezia Province, Gurue District, Lioma, Tetete, Magige. Ruace-Tetete.
1573;Administrative region;Manhica, Mozambique;-25.406,32.807;;;
1575;Exact location;Grudja, Mozambique;-19.81667,34.01667;;;Sofala Province, Buzi District, Grudja
1577;Administrative region;Grudja, Mozambique;-19.81667,34.01667;;;"Sofala Province, Buzi District, Grudja
"
1578;Administrative region;Moamba, Mozambique;-25.604,32.246;;;"Maputo Province, Moamba, Vindica
Coordinates: -25.6217159598, 32.2393798828"
1579;Administrative region;Dondo, Mozambique;-19.61667,34.75;;;"Sofala Province, Dondo district and Gaza Province, Guija, Nhampongane, Chibabel
Coordinates: -24.6133942880385, 33.252837"
1579;Administrative region;Guija, Mozambique;-24.4192,32.94095;;;
1579;Administrative region;Chibabel, Mozambique;-24.59083,33.22389;;;
1586;Administrative region;Manica, Mozambique;-18.93444,32.87556;;;"Rotanda, Penhalonga, Bandula, Mavonde, Messica in Manica Province

The operations are located in the Manica district, Manica Province in the centre of the Republic of Mozambique along the Beira corridor."
1588;Administrative region;Gurue, Mozambique;-15.46667,36.98333;;;Gurue, Alto Mol cue, Gile districts, Zambézia
1588;Administrative region;Gile, Mozambique;-16.14583,38.37472;;;
1594;Administrative region;Maputo, Mozambique;-25.96667,32.58333;;;Maputo Province, approximately 136 km north west of Maputo.
1607;Administrative region;Buzi, Mozambique;-20.14639,34.33104;;;Buzi, Sofala
1622;Exact location;Benga, Mozambique;-16.1729,33.67826;;;near the Zambezi River, specifically in Benga, in Moatize district, Tete province.
1623;Administrative region;Nampula, Mozambique;-15.11667,39.26667;;;
1630;Administrative region;Meluco, Mozambique;-12.543,39.644;;;Cabo Delgado
1634;Administrative region;Nampula, Mozambique;-15.11667,39.26667;;;Initial phase to be followed by activities in Niassa, Cabo Delgado and Zambezia
1637;Administrative region;Rosso, Mauritania;16.51278,-15.805;;;
1639;Administrative region;Bogué, Mauritania;16.59081,-14.26329;;;
1639;Administrative region;Dar el Barka, Mauritania;16.69212,-14.70073;;;10,000
1644;Country;Malawi;-13.25431,34.30152;;;
1645;Country;Malawi;-13.25431,34.30152;;;
1648;Country;Malawi;-13.25431,34.30152;;;on the banks of Lake Malawi
1652;Exact location;Naute, Namibia;-26.94516,17.91822;;;Karas Region in southern Namibia. 55 kilometres south west of Keetmanshoop City
1653;Exact location;DIvundu, Namibia;-18.07247,21.583;;;Bwabwata National Park, Namibia
1656;Administrative region;Caprivi, Namibia;-17.81934,23.95365;;;Eastern Caprivi
1657;Country;Niger;17.60779,8.08167;;;
1663;Country;Niger;17.60779,8.08167;;;In the Sudano-Sahelian zone of the Republic of Niger
1666;Administrative region;Katsina, Nigeria;12.99302,7.60616;;;Katsina State
1669;Administrative region;Akwa Ibom, Nigeria;4.92999,7.87216;;;Ikot Asidem, Ibiomo Ibom in Akwa Ibom state
1669;Administrative region;Rivers, Nigeria;4.85808,6.92091;;;Bayelsa & Rumuewhor, Odi in Rivers State
1669;Administrative region;Abia, Nigeria;5.43089,7.52472;;;Ndi Okereke in Abia State
1669;Administrative region;Akwa Ibom, Nigeria;4.92999,7.87216;;;Ikot Asidem, Ibiomo Ibom in Akwa Ibom state
1669;Administrative region;Cross River, Nigeria;6.16703,8.66006;;;Oshi, Adim & Asiga in Cross River State
1669;Administrative region;Rivers, Nigeria;4.85808,6.92091;;;Bayelsa & Rumuewhor, Odi in Rivers State
1669;Administrative region;Abia, Nigeria;5.43089,7.52472;;;Ndi Okereke in Abia State
1669;Administrative region;Akwa Ibom, Nigeria;4.92999,7.87216;;;Ikot Asidem, Ibiomo Ibom in Akwa Ibom state
1673;Administrative region;Edo, Nigeria;6.54381,5.89871;;;
1675;Country;Nigeria;9.082,8.67528;;;Location information is not known.
1679;Administrative region;Abia, Nigeria;5.43089,7.52472;Abia Palm;;Abia State
1680;Exact location;SIAT Nigeria Limited, Nigeria;5.15759,6.93165;;;The Ubima Estate is located 6 km along Elele – Owerri Road, about 10 minutes’ drive from Elele town in Rivers State.
1683;Administrative region;Shonga, Nigeria;10.31611,12.20639;;;"Shonga, Edu LGA (Edu Local Government Area (LGA) consisting of Lafiaji, Sharayi and Shonga
Shonga is located at about 110 kilometres (68 miles) north of Ilorin, the Kwara State capital. The area lies in the Guinea Savannah along the bank of the River Niger."
1684;Exact location;Nasarawa, Nigeria;7.88687,8.31434;;;"Ondorie area of Doma Local Government Area of Nasarawa State. Located on the banks of River Benue, 265 kilometres off the Federal Capital Territory (FCT), Abuja, and approximately 150 kilometres off Lafia.

Spatial data derived from the Mapathon 2020."
1685;Administrative region;Bode Sadu, Nigeria;8.94074,4.7821;;;Fallah, Moro LGA, Kwara State
1690;Administrative region;Ilorin, Nigeria;8.56575,4.74455;;;Iponrin, Ilorin East LGA
1695;Administrative region;Patigi, Ebba, Nigeria;9.23333,6.26667;;;Nidanaku, Patigi LGA
1696;Administrative region;Patigi, Ebba, Nigeria;9.23333,6.26667;;;Echi-Wada Patigi LGA (Local Government Area)
1696;Administrative region;Fage, Nigeria;9.827,5.34097;;;Akunyun/Faje, Asa LGA
1706;Administrative region;Anambra, Nigeria;6.27577,7.00684;;;
1713;Administrative region;Nyabarongo, Rwanda;-2.03839,30.18365;;;Nyacyonga and Nyabarongo marshes
1715;Administrative region;Foret Naturelle de Nyungwe, Nyungwe Forest National Park, Rwanda;-2.52028,29.30417;;;buffer zone around the Nyungwe National Forest in the southwest of the country
1716;Administrative region;Eastern Province, Rwanda;-1.91749,30.43576;;;
1719;Administrative region;Khartoum, Sudan;15.5501,32.53224;;;"Khartoumstate projects which include:-
Mawashi animal feed production of both green fodder and combined concentrated feeds.
Albaraka poultry farm.
Khartouminternational slaughter house."
1719;Administrative region;Sennar, Sudan;13.56747,33.5672;;;Irrigated Agricultural project of Sennar state, for the production of sorghum and oil bearing seeds.
1719;Administrative region;South Kordofan, Sudan;11.19902,29.41793;;;Department of mechanized rain fed farm (Abbasia Project) inSouthKordufanState
1719;Administrative region;White Nile, Sudan;13.24039,32.53727;;;Sheep breeding project in open and range areas inWhite Nilestate.
1721;Exact location;Berber, Sudan;18.03762,34.13008;;;"Berber near Atbara
Another data source states Al Ghaba."
1723;Administrative region;Khartoum, Sudan;15.50065,32.5599;;;reported to be North of Khartoum
1725;Approximate location;Al Goled, Sudan;18.46599,30.643;Tabuk Crop Production Company Project;;The project is located in the city of Al Goled north of the Republic of Sudan (Northern State).
1727;Administrative region;North Kurdufan, Sudan;13.83064,29.41793;;;Nile state. Might also be North Sudan State. Sudan North Kordofan.
1731;Exact location;White Nile, Sudan;13.29252,32.82292;;;"East bank of the White Nile. Central & Eastern Sudan
KSC production site is located approximately 270 KM south to Khartoum (latitude 33.67 E, longitude 13.17 N)"
1732;Administrative region;Al Jazirah, Sudan;14.88596,33.43835;;;a piece of land from local lands of Abu Futah, District (Muhafaza) of Al-Hasasisa in the state of Al-Jazira
1738;Administrative region;Ad-Dāmar, Sudan;17.59214,33.96437;;;268,000 dunums(26,800 ha) of land south of the city Ad‐Damir, on the Mukabarab plain in the River Nile state (300km. north of Khartoum) and 88,000 dunums (8,800 ha) just south of Khartoum.
1742;Exact location;Pariang, South Sudan;9.23051,29.81417;;;"
"
1742;Administrative region;Guit, South Sudan;9.1385,30.06652;;;
1744;Administrative region;Mayom, South Sudan;9.22404,29.16671;;;
1747;Administrative region;Jur, South Sudan;8.23055,28.14403;Wau dam;;Jur River
1752;Administrative region;Nzara, South Sudan;4.63303,28.24863;;;
1753;Administrative region;Yambio, South Sudan;4.56599,28.39588;;;Western Equatoria , Yambio
1754;Administrative region;Ezo, South Sudan;5.07436,27.46882;;;Western Equatoria, Ezo, Tambura
1754;Administrative region;Tambura, South Sudan;5.60639,27.47306;;;Western Equatoria
1755;Administrative region;Nzara, South Sudan;4.63303,28.24863;;;Equatoria Teak Company is headquartered in the historic Nzara Agricultural Complex (Gbudue State (formerly Western Equatoria State))that was once home to the region's cotton, palm oil and groundnut industries. Bordering the DRC and the CAR.
1756;Administrative region;Yambio, South Sudan;4.56599,28.39588;;;Western Equatoria , Yambio
1757;Administrative region;Lanya, South Sudan;5.22773,30.52083;;;Block1 at Mukaya Payam- Lanya County
1758;Administrative region;Terekeka, South Sudan;5.44125,31.73609;;;"Mangala payam
Equatoria , Terekeka, North of Juba"
1760;Administrative region;Yei, South Sudan;4.1,30.67;;;Lainya, Lei
1761;Coordinates;Jabal Lado, South Sudan;5.08103,31.68628;Jebel Lado Farm Project;;The Jebel Lado Farm Project is located at 5.081034°N 31.686283°E, about 28 km north by northeast from Juba and 12 km from Mongalla, between the White Nile and the Koda River, straddling the New and Old Juba-Yei roads. Central Equatoria
1765;Administrative region;Lac de Guiers, Senegal;16.22474,-15.84077;;;Region of the Senegal river, Lake Guiers, in the Mbane and Gaé counties.
1766;Administrative region;Kounkane, Senegal;12.93158,-14.07759;;;Kounkane and Bonconto
1767;Administrative region;Podor, Senegal;16.22113,-14.47233;;;Saint-Louis , Senegal River Valley, near Podor
1769;Administrative region;Vallee du Senegal, Senegal;16.16667,-14.0;;;Vallee du Senegal, Senegal
1772;Administrative region;Dagana, Senegal;16.51056,-15.50348;;;Dagana province
1774;Country;Senegal;14.4974,-14.45236;;;No location information.
1777;Exact location;Makhana, Senegal;16.0776,-16.35163;;;"Makhana, St Loius- location was chosen as easy transportation (transport network available in that location)  and land availability
Spatial data derived from the Mapathon 2020. It is not clear if the irrigated field across the road also part of the shapefile- it has been excluded."
1782;Administrative region;Thies, Senegal;14.81888,-16.86504;;;across 16 different villages- one is the village of Beud Dieng
1788;Coordinates;Rufisque, Senegal;14.70386,-17.24191;;;
1791;Coordinates;Linguere, Senegal;15.49122,-15.36019;Asiyla Gum Company SARL;;The land is located in 10 communes in the department of Linguère, covering an area of 20,000 hectares.
1794;Administrative region;Delta du Saloum National Park, Senegal;13.80556,-16.75722;;;"Sine Saloum and Casamance 
deltas, on the southeast Atlantic coast of Senegal"
1794;Administrative region;Casamance, Senegal;12.83733,-15.09845;;;
1795;Exact location;Gandon, Senegal;15.97173,-16.351;;;"community of Diama, 30km from St Louis in Northern Senegal -- Fass Ngom and Gandon. Locations were chosen as there was water and land available.

Spatial data derived from the Mapathon 2020."
1795;Exact location;Sanar, Senegal;16.18606,-16.41719;;;Fass-Exact location is closer to Sanar
1795;Approximate location;Sanar, Senegal;16.05983,-16.46637;;;new project site is located 40 km from SCL existing farm. Location of site is closest to Sanar
1796;Exact location;Diama, Senegal;16.12828,-16.40304;;;"Saint-Louis , Diama, Mberaay

Spatial data derived from the Mapathon 2020."
1797;Country;Senegal;14.4974,-14.45236;;;
1798;Coordinates;Gbanti, Sierra Leone;8.71371,-12.23565;;;"Makari Gbanti in Bombali district. Near the Rokel river. The company first considered Brazil, Mozambique and Ghana before settling on Sierra Leone.

Spatial data derived from the Mapathon 2020. Only processing facilities delineated."
1806;Approximate location;Marampa, Sierra Leone;8.69051,-12.50907;;;"The Marampa licence is located 120km from Freetown on the outskirts of the town of Lunsar.
There are 2 iron ore mines in Marampa: one owned by Cape Lambert and one by Gerald Group."
1809;Administrative region;Kono, Sierra Leone;8.76633,-10.89031;;;Eastern Kono, Nimini South Forest
1811;Administrative region;Moyamba, Sierra Leone;8.16205,-12.43519;;;
1812;Administrative region;Tonkolili, Sierra Leone;8.73894,-11.79796;;;"Northern Port Loko; Tonkolili, Tonkolili (grassland & forest);  and Unspecified location in Port Loko District
Coordinates: 8.792797, -12.799072"
1812;Administrative region;Makeni, Sierra Leone;8.88167,-12.04417;;;"Mara Mala (south of Makeni);"
1817;Coordinates;Daru, Sierra Leone;7.96904,-10.84824;;;Daru, Kailahun District
1817;Exact location;Kenema, Sierra Leone;7.86958,-10.919;;;4 separate locations. Tuvama, Jawie chiefdom, Kailahun district.
1817;Approximate location;Malema, Sierra Leone;8.17259,-10.81492;;;"Malema, Lower Jawei.Malema chiefdom, Kailahun.
5 separate concessions."
1820;Exact location;Masimera, Sierra Leone;8.65499,-12.45042;;;
1825;Administrative region;Croydon, Swaziland;-26.19707,31.5741;;;Middleveld
1825;Administrative region;Hluti, Swaziland;-27.21368,31.57125;;;
1827;Administrative region;MR9, Swaziland;-26.50369,31.34874;;;"located along the MR9 about 16 kilometers south of Mhlaleni intersection (PLOT 6 PEBBLES BLOCK NHLANGANO RD
SIDVOKODVO)."
1829;Approximate location;Big Bend, Eswatini;-26.7816,31.93024;;;";Located in Big bend along the Big bend-Lavumisa Road in the Lubombo region."
1830;Coordinates;Big Bend, Swaziland;-26.75169,31.92509;;;Ubombo
1831;Administrative region;Matsapha, Eswatini;-26.50095,31.31413;;;Located in Matsapha (past summerfield), Swaziland
1832;Coordinates;Anie, Togo;7.71008,1.1927;;;Mishanto flooding district
1834;Administrative region;Dakawa, Tanzania;-7.42645,37.70372;;;"Cholima, 
Dakawa, Mvomero District, Morogoro Region"
1836;Administrative region;Mpanda, Tanzania;-6.34472,31.06944;;;Mpanda district in southwest TZA
1839;Exact location;Mngeta, Kilombero, Tanzania;-8.38793,36.12789;;;"Kilombero Valley, 450 km from Dar es Salaam
Area in operation detected on satellite image on google maps: Google satellite image source: CNES/Airbus, DigitalGlobe, Landsat/ Copernicus, Kartendaten 2019; Date of digitalizing: 2019/01/31"
1840;Administrative region;Bagamoyo, Tanzania;-6.44578,38.8996;;;
1840;Administrative region;Handeni, Tanzania;-5.4346,38.02824;;;
1843;Administrative region;Rufiji River, Tanzania;-8.10215,38.37562;;;Rufiji basin
1846;Administrative region;Kisarawe, Tanzania;-7.26233,38.73682;;;Kisarawe District, Pwani Region
1851;Exact location;Idete, Tanzania;-8.48182,35.16405;;;Farm 900 and 901 covering 11,663 and 2,513ha respectively. Plus a few other concessions, including Kiyowela (coordinates -8.80019718, 35.24427116) covering 1,920 ha (obtained in 2014?)
1851;Administrative region;Mapanda, Tanzania;-8.42724,35.76774;;;Mapanda Farm 837 covering 4,653ha, Mufindi Farm 838 covering 421ha and other concessions in the Mapanda block
1851;Administrative region;Uchindile, Tanzania;-8.77152,35.41028;;;Uchindile Farm 308 and Farm 1172 covering 6,6647ha and 10,880ha respectively plus other concessions.
1854;Administrative region;Ikwiriri, Tanzania;-7.95191,38.98246;;;Rufiji basin, 15km west of Bagamoyo. Another source states Ikwiriri in the Rufiji Basin, Tanzania. The land is located 140 km south of Dar Es Salaam.
1861;Coordinates;Ngorongoro District, Loliondo;-2.06292,35.61562;;;"Ngorongoro District, Loliondo
Coordinates: -2.0629238957278897, 35.61561584472656"
1862;Administrative region;Rufiji River, Tanzania;-8.02976,39.25499;;;Mohoro, Chumbi A, B, C and Ruma Villages
1865;Administrative region;Rufiji River, Tanzania;-8.02976,39.25499;;;Mkongo Block and Ikwiriri Block
1866;Coordinates;Nainokwe, Tanzania;-9.1497,38.98767;;;"Lewiti, Mavuji, Migeregere, Nainokwe
Coordinates: -9.1497, 38.987674, near the town of Kilwa"
1867;Administrative region;Handeni, Tanzania;-5.4346,38.02824;;;Handeni
1867;Administrative region;Arusha, Tanzania;-3.38693,36.68299;;;
1872;Administrative region;Kigoma, Tanzania;-4.88333,29.63333;;;Kigoma Region- 150km from Kigoma, Basanza village
1873;Administrative region;Loliondo, Tanzania;-2.05,35.61667;;;Next to case #1861
1874;Coordinates;Kagera, Biharamulo;-2.62525,31.30337;;;"Kagera, Biharamulo
Coordinates: -2.625248, 31.30337"
1875;Administrative region;Rufiji River, Tanzania;-8.10215,38.37562;;;Rungungu and Nyamatanga, Rufiji District, Tanzania.
1877;Administrative region;Lindi, Tanzania;-10.00208,39.70696;;;Lindi Region
1883;Administrative region;Moshi, Tanzania;-3.36582,37.29603;;;Kilimanjaro, Moshi. Location might be Kikuletwa in Mkarama Village
1889;Exact location;Kapunga, Tanzania;-8.68367,34.08335;;;20km from Chimala. Mbarali District, Mbeya, Kapunga
1891;Administrative region;Kilimanjaro Region, Tanzania;-4.13369,37.80877;;;
1895;Exact location;Bagamoyo, Tanzania;-6.24977,38.76779;;;"Pwani, Bagamoyo, Razaba Ranch
The area is located along the Bagamoyo-Msata road
about 20 km west of Bagamoyo and 80 km north from Dar es Salaam. The majority of the land under concession is located to the west of the Makarunge-Saadani Road."
1898;Country;Tanzania;-6.36903,34.88882;;;No location information
1902;Administrative region;Lugufu, Tanzania;-5.04745,30.16182;;;
1907;Exact location;sange tanzania;-7.76556,36.94222;;;"Morogoro, Kilombero
Coordinates: -8.06738791256492, 37.12554931640625"
1910;Administrative region;Ruvuma, Tanzania;-10.68787,36.26308;;;"Ruvuma, Mkuju River
"
1916;Administrative region;Bahi, Tanzania;-5.98333,35.31667;;;
1938;Exact location;Iringa, Tanzania;-7.99819,35.27454;;;
1948;Administrative region;Tanga, Tanzania;-5.06949,39.09876;;;
1950;Country;Uganda;1.37333,32.29028;;;No location information
1952;Administrative region;Labora, Uganda;2.74998,32.39001;;;
1954;Country;Uganda;1.37333,32.29028;;;No location information
1956;Country;Uganda;1.37333,32.29028;;;No location information
1958;Administrative region;Mabira, Lubanyi, Uganda;0.61667,33.15;;;Mabira forest
1961;Country;Uganda;1.37333,32.29028;;;
1963;Administrative region;Mubende, Uganda;0.57728,31.537;;;Located in the Mubende District,  about 200 km west of the capital, Kampala
1968;Administrative region;Masindi, Uganda;1.68156,31.70957;Kinyara Sugar Works Limited (KSWL);;Kinyara, Masindi
1969;Exact location;Kibale Forest National Park, Uganda;0.48618,30.38967;;;Older sources mention project in Mt Elgon National Park, but no mention of this location on company's website.
1973;Country;Uganda;1.37333,32.29028;;;On the shores of Lake Victoria.
1976;Coordinates;Kalanga, Uganda;-0.44624,32.21236;;;Bugula Island in Kalangala District
1976;Administrative region;Buvuma, Uganda;0.09217,33.20046;;;
1978;Administrative region;Nakaseke, Uganda;1.09227,32.08374;;;
1980;Administrative region;Bizana, South Africa;-30.851,29.838;;; 
1984;Administrative region;Equator, Democratic Republic of the Congo;0.564,20.33088;;;provinces Equateur, Bandundu, Oriental, West-Kasai
1984;Administrative region;Bandundu, Democratic Republic of the Congo;-3.31523,17.3856;;;
1984;Administrative region;Kasai Oriental, Democratic Republic of the Congo;-2.84375,23.38235;;;
1984;Administrative region;Kasai Occidental, Democratic Republic of the Congo;-5.32055,21.85686;;;
1999;Administrative region;Yaligimba, Democratic Republic of the Congo;2.1329,22.555;;;30,199 hectares. Yaligimba is made up of two estates (Nord and Sud) consisting of 46 concessions
1999;Administrative region;Boteka, Democratic Republic of the Congo;0.234,19.539;;;13,542 hectares. Boteka consists of 31 concessions
1999;Administrative region;Lokutu, Democratic Republic of the Congo;1.853,23.3646;;;63,560 hectares. Lokutu is made up of three estates (Lokutu, Mosite and Lokumete) consisting of eight concessions
2006;Administrative region;Bas Congo, Democratic Republic of the Congo;-5.23657,13.9144;;;
2009;Exact location;Kolwezi, Katanga, Democratic Republic of the Congo;-10.68008,25.39056;;;
2010;Exact location;Doko, Democratic Republic of the Congo;3.13308,29.59991;;;The Kibali project is a gold development property which covers an area of 1 836km2 on the Moto Goldfields in the north east of the DRC. It is located some 560 kilometres north east of the city of Kisangani and 150 kilometres west of the Ugandan border town of Arua. Adjacent to the town of Doko.
2012;Administrative region;Mongbwalu, Democratic Republic of the Congo;1.9293,30.04919;;;The deposit lies about 48km northwest of the town of Bunia.
2017;Administrative region;Kafue, Zambia;-15.76436,28.17663;;;20KM from Lusaka on Mumbwa road, 3KM  on left-- Farm 283 A,
2018;Administrative region;Kitwe, Zambia;-12.82319,28.21757;;;In the Copperbelt
2020;Administrative region;Lusaka, Zambia;-15.40819,28.28717;;;north west of Lusaka,
2021;Administrative region;Serenje, Zambia;-13.21979,30.24207;;;
2024;Coordinates;Choma, Zambia;-16.59331,27.16103;;;Buffalo Farms (21KM FROM CHOMA ON NAMWALA RD-- Farm 1630)(-16° 35.484', 26° 56.307') & Duba Farms (5KM OFF MOMBA FARM)(-16° 35.890', 27° 9.835')
2024;Administrative region;Kabwe, Zambia;-14.38343,28.39294;;;Mutuwila Farm (Farm 3278)
2024;Administrative region;Kalomo, Zambia;-17.0351,26.48501;;;Kala Farms
2039;Administrative region;Kasama, Zambia;-10.22906,31.19394;;;Outgrowers across the country, mainly in Northern and Eastern Provinces--
2039;Administrative region;Solwezi, Zambia;-12.16687,26.38398;;;Outgrowers across the country, mainly in Northern and Eastern Provinces
2039;Administrative region;Chongwe, Zambia;-15.33283,28.67898;;;Outgrowers across the country, mainly in Northern and Eastern Provinces
2041;Administrative region;Mkushi, Zambia;-13.62116,29.38891;;;
2044;Administrative region;Kabwe, Zambia;-14.42851,28.45136;;;Outgrowers throughout the country (Marli operated in all of Zambia's ten provinces).
